subcategory,country,channel,year_month,status,live_units,desired_units,delta_units,live_revenue,desired_revenue,delta_revenue
Tea Towel,EU,B2B,2024_12,matched,35,35,0,147.9,147.9,0.0
Tea Towel,EU,B2B,2025_02,matched,21,21,0,112.5,112.5,0.0
Tea Towel,EU,B2B,2025_04,matched,75,75,0,361.88,361.88,0.0
Tea Towel,EU,B2B,2025_05,matched,49,49,0,214.49,214.49,0.0
Tea Towel,EU,B2B,2025_06,matched,71,71,0,356.55,356.55,0.0
Tea Towel,EU,B2B,2025_07,matched,4,4,0,20.17,20.17,0.0
Tea Towel,EU,B2B,2025_08,matched,572,572,0,2372.72,2372.72,0.0
Tea Towel,EU,B2B,2025_09,matched,35,35,0,165.75,165.75,0.0
Tea Towel,EU,B2B,2025_10,matched,220,220,0,958.62,958.62,0.0
Tea Towel,EU,B2B,2025_11,matched,132,132,0,635.76,635.76,0.0
Tea Towel,EU,B2B,2025_12,matched,75,75,0,273.01,273.01,0.0
Tea Towel,EU,B2B,2026_01,matched,14,14,0,1288.47,1288.47,0.0
Tea Towel,EU,B2B,2026_02,matched,48,48,0,817.65,817.65,0.0
Tea Towel,EU,B2B,2026_03,matched,243,243,0,1185.39,1185.39,0.0
Tea Towel,EU,B2B,2026_04,matched,617,617,0,2391.28,2391.28,0.0
Tea Towel,EU,B2B,2026_05,matched,80,80,0,406.83,406.83,0.0
Tea Towel,EU,B2B,2026_06,matched,95,95,0,488.84,488.84,0.0
Tea Towel,EU,DTC,2024_02,matched,5,5,0,28.08,28.08,0.0
Tea Towel,EU,DTC,2024_06,matched,4,4,0,23.09,23.09,0.0
Tea Towel,EU,DTC,2024_10,matched,6,6,0,51.75,51.75,0.0
Tea Towel,EU,DTC,2024_11,matched,36,36,0,235.76,235.76,0.0
Tea Towel,EU,DTC,2024_12,matched,58,58,0,369.84,369.84,0.0
Tea Towel,EU,DTC,2025_03,matched,3,3,0,25.08,25.08,0.0
Tea Towel,EU,DTC,2025_04,matched,34,34,0,175.62,175.62,0.0
Tea Towel,EU,DTC,2025_05,matched,8,8,0,59.2,59.2,0.0
Tea Towel,EU,DTC,2025_06,matched,51,51,0,427.7,427.7,0.0
Tea Towel,EU,DTC,2025_07,matched,35,35,0,281.89,281.89,0.0
Tea Towel,EU,DTC,2025_08,matched,57,57,0,490.18,490.18,0.0
Tea Towel,EU,DTC,2025_09,matched,16,16,0,99.96,99.96,0.0
Tea Towel,EU,DTC,2025_10,matched,73,73,0,526.66,526.66,0.0
Tea Towel,EU,DTC,2025_11,matched,217,217,0,1592.54,1592.54,0.0
Tea Towel,EU,DTC,2025_12,matched,365,365,0,2639.18,2639.18,0.0
Tea Towel,EU,DTC,2026_01,matched,324,324,0,2695.89,2695.89,0.0
Tea Towel,EU,DTC,2026_02,matched,66,66,0,572.77,572.77,0.0
Tea Towel,EU,DTC,2026_03,matched,140,140,0,1155.17,1155.17,0.0
Tea Towel,EU,DTC,2026_04,matched,133,133,0,1145.15,1145.15,0.0
Tea Towel,EU,DTC,2026_05,matched,193,193,0,1564.79,1564.79,0.0
Tea Towel,EU,DTC,2026_06,matched,73,73,0,658.98,658.98,0.0
Tea Towel,EU,FBA,2024_11,matched,1,1,0,12.57,12.57,0.0
Tea Towel,EU,FBA,2024_12,matched,1,1,0,19.87,19.87,0.0
Tea Towel,EU,FBA,2025_05,matched,2,2,0,19.16,19.16,0.0
Tea Towel,EU,FBA,2025_07,matched,5,5,0,47.24,47.24,0.0
Tea Towel,EU,FBA,2025_09,matched,2,2,0,24.38,24.38,0.0
Tea Towel,EU,FBA,2025_10,matched,1,1,0,16.49,16.49,0.0
Tea Towel,EU,FBA,2025_11,matched,10,10,0,135.86,135.86,0.0
Tea Towel,EU,FBA,2025_12,matched,3,3,0,41.19,41.19,0.0
Tea Towel,EU,FBA,2026_01,matched,1,1,0,16.48,16.48,0.0
Tea Towel,EU,FBA,2026_04,matched,2,2,0,25.94,25.94,0.0
Tea Towel,EU,FBA,2026_05,matched,4,4,0,47.17,47.17,0.0
Tea Towel,EU,FBA,2026_06,matched,4,4,0,46.54,46.54,0.0
Tea Towel,UK,B2B,2024_01,matched,17,17,0,92.89,92.89,0.0
Tea Towel,UK,B2B,2024_02,matched,5,5,0,30.27,30.27,0.0
Tea Towel,UK,B2B,2024_04,matched,13,13,0,69.96,69.96,0.0
Tea Towel,UK,B2B,2024_05,matched,45,45,0,256.82,256.82,0.0
Tea Towel,UK,B2B,2024_06,matched,21,21,0,84.56,84.56,0.0
Tea Towel,UK,B2B,2024_07,matched,25,25,0,144.48,144.48,0.0
Tea Towel,UK,B2B,2024_08,matched,6,6,0,0.0,0.0,0.0
Tea Towel,UK,B2B,2024_09,matched,51,51,0,212.16,212.16,0.0
Tea Towel,UK,B2B,2024_10,matched,49,49,0,217.0,217.0,0.0
Tea Towel,UK,B2B,2024_11,matched,75,75,0,312.0,312.0,0.0
Tea Towel,UK,B2B,2025_01,matched,36,36,0,144.18,144.18,0.0
Tea Towel,UK,B2B,2025_02,matched,40,40,0,232.14,232.14,0.0
Tea Towel,UK,B2B,2025_03,matched,113,113,0,573.4,573.4,0.0
Tea Towel,UK,B2B,2025_04,matched,768,768,0,4367.06,4367.06,0.0
Tea Towel,UK,B2B,2025_05,matched,87,87,0,507.15,507.15,0.0
Tea Towel,UK,B2B,2025_06,matched,205,205,0,788.18,788.18,0.0
Tea Towel,UK,B2B,2025_07,matched,100,100,0,567.9,567.9,0.0
Tea Towel,UK,B2B,2025_08,matched,132,132,0,754.62,754.62,0.0
Tea Towel,UK,B2B,2025_09,matched,221,221,0,1231.03,1231.03,0.0
Tea Towel,UK,B2B,2025_10,matched,114,114,0,672.24,672.24,0.0
Tea Towel,UK,B2B,2025_11,matched,45,45,0,2755.13,2755.13,0.0
Tea Towel,UK,B2B,2025_12,matched,12,12,0,78.7,78.7,0.0
Tea Towel,UK,B2B,2026_01,matched,34,34,0,191.24,191.24,0.0
Tea Towel,UK,B2B,2026_02,matched,58,58,0,262.64,262.64,0.0
Tea Towel,UK,B2B,2026_03,matched,175,175,0,1087.11,1087.11,0.0
Tea Towel,UK,B2B,2026_04,matched,138,138,0,854.85,854.85,0.0
Tea Towel,UK,B2B,2026_05,changed,279,273,-6,1700.27,1660.93,-39.34
Tea Towel,UK,B2B,2026_06,matched,244,244,0,950.79,950.79,0.0
Tea Towel,UK,B2B,2026_07,matched,391,391,0,2363.71,2363.71,0.0
Tea Towel,UK,B2B,2026_08,matched,6,6,0,37.5,37.5,0.0
Tea Towel,UK,DTC,2024_01,matched,200,200,0,1349.42,1349.42,0.0
Tea Towel,UK,DTC,2024_02,matched,109,109,0,757.58,757.58,0.0
Tea Towel,UK,DTC,2024_03,matched,134,134,0,993.33,993.33,0.0
Tea Towel,UK,DTC,2024_04,matched,173,173,0,1215.62,1215.62,0.0
Tea Towel,UK,DTC,2024_05,matched,256,256,0,1545.5,1545.5,0.0
Tea Towel,UK,DTC,2024_06,matched,281,281,0,1442.05,1442.05,0.0
Tea Towel,UK,DTC,2024_07,matched,270,270,0,1667.67,1667.67,0.0
Tea Towel,UK,DTC,2024_08,matched,163,163,0,930.16,930.16,0.0
Tea Towel,UK,DTC,2024_09,matched,2634,2634,0,15136.93,15136.93,0.0
Tea Towel,UK,DTC,2024_10,matched,1697,1697,0,12243.64,12243.64,0.0
Tea Towel,UK,DTC,2024_11,matched,1422,1422,0,9904.76,9904.76,0.0
Tea Towel,UK,DTC,2024_12,matched,24,24,0,194.4,194.4,0.0
Tea Towel,UK,DTC,2025_01,matched,1859,1859,0,14685.49,14685.49,0.0
Tea Towel,UK,DTC,2025_02,matched,1807,1807,0,15077.82,15077.82,0.0
Tea Towel,UK,DTC,2025_03,matched,1798,1798,0,15887.08,15887.08,0.0
Tea Towel,UK,DTC,2025_04,matched,469,469,0,4026.47,4026.47,0.0
Tea Towel,UK,DTC,2025_05,matched,632,632,0,5557.12,5557.12,0.0
Tea Towel,UK,DTC,2025_06,matched,1272,1272,0,10977.6,10977.6,0.0
Tea Towel,UK,DTC,2025_07,matched,2457,2457,0,21382.76,21382.76,0.0
Tea Towel,UK,DTC,2025_08,matched,3018,3018,0,25703.78,25703.78,0.0
Tea Towel,UK,DTC,2025_09,matched,4100,4100,0,35773.4,35773.4,0.0
Tea Towel,UK,DTC,2025_10,matched,2266,2266,0,21206.65,21206.65,0.0
Tea Towel,UK,DTC,2025_11,matched,3549,3549,0,35525.11,35525.11,0.0
Tea Towel,UK,DTC,2025_12,matched,2934,2934,0,28376.9,28376.9,0.0
Tea Towel,UK,DTC,2026_01,matched,3575,3575,0,36268.57,36268.57,0.0
Tea Towel,UK,DTC,2026_02,matched,1276,1276,0,13748.18,13748.18,0.0
Tea Towel,UK,DTC,2026_03,matched,1408,1408,0,14085.16,14085.16,0.0
Tea Towel,UK,DTC,2026_04,matched,1396,1396,0,13916.05,13916.05,0.0
Tea Towel,UK,DTC,2026_05,matched,1511,1511,0,14854.74,14854.74,0.0
Tea Towel,UK,DTC,2026_06,matched,1649,1649,0,16470.54,16470.54,0.0
Tea Towel,UK,DTC,2026_07,matched,1827,1827,0,18663.9,18663.9,0.0
Tea Towel,UK,DTC,2026_08,matched,580,580,0,5702.19,5702.19,0.0
Tea Towel,UK,FBA,2024_01,matched,2,2,0,31.64,31.64,0.0
Tea Towel,UK,FBA,2024_02,matched,1,1,0,11.26,11.26,0.0
Tea Towel,UK,FBA,2024_03,matched,2,2,0,22.82,22.82,0.0
Tea Towel,UK,FBA,2024_04,matched,17,17,0,128.88,128.88,0.0
Tea Towel,UK,FBA,2024_05,matched,8,8,0,99.6,99.6,0.0
Tea Towel,UK,FBA,2024_06,matched,20,20,0,190.44,190.44,0.0
Tea Towel,UK,FBA,2024_07,matched,6,6,0,70.05,70.05,0.0
Tea Towel,UK,FBA,2024_09,matched,15,15,0,162.42,162.42,0.0
Tea Towel,UK,FBA,2024_10,matched,27,27,0,296.03,296.03,0.0
Tea Towel,UK,FBA,2024_11,matched,27,27,0,296.02,296.02,0.0
Tea Towel,UK,FBA,2025_01,matched,63,63,0,646.5,646.5,0.0
Tea Towel,UK,FBA,2025_02,matched,135,135,0,1202.32,1202.32,0.0
Tea Towel,UK,FBA,2025_03,matched,303,303,0,2496.68,2496.68,0.0
Tea Towel,UK,FBA,2025_04,matched,119,119,0,1186.93,1186.93,0.0
Tea Towel,UK,FBA,2025_05,matched,105,105,0,1069.09,1069.09,0.0
Tea Towel,UK,FBA,2025_06,matched,52,52,0,547.37,547.37,0.0
Tea Towel,UK,FBA,2025_07,matched,168,168,0,1785.62,1785.62,0.0
Tea Towel,UK,FBA,2025_08,matched,200,200,0,2143.14,2143.14,0.0
Tea Towel,UK,FBA,2025_09,matched,230,230,0,2480.48,2480.48,0.0
Tea Towel,UK,FBA,2025_10,matched,593,593,0,5572.96,5572.96,0.0
Tea Towel,UK,FBA,2025_11,matched,783,783,0,7522.19,7522.19,0.0
Tea Towel,UK,FBA,2025_12,matched,689,689,0,7216.4,7216.4,0.0
Tea Towel,UK,FBA,2026_01,matched,565,565,0,5828.02,5828.02,0.0
Tea Towel,UK,FBA,2026_02,matched,405,405,0,4587.05,4587.05,0.0
Tea Towel,UK,FBA,2026_03,matched,321,321,0,3555.18,3555.18,0.0
Tea Towel,UK,FBA,2026_04,matched,485,485,0,5026.29,5026.29,0.0
Tea Towel,UK,FBA,2026_05,matched,403,403,0,4363.18,4363.18,0.0
Tea Towel,UK,FBA,2026_06,matched,560,560,0,5867.5,5867.5,0.0
Tea Towel,UK,FBA,2026_07,matched,233,233,0,2502.09,2502.09,0.0
Tea Towel,UK,FBA,2026_08,matched,85,85,0,1037.16,1037.16,0.0
Tea Towel,US,B2B,2024_01,matched,93,93,0,633.6,633.6,0.0
Tea Towel,US,B2B,2024_02,matched,128,128,0,902.55,902.55,0.0
Tea Towel,US,B2B,2024_03,matched,111,111,0,807.43,807.43,0.0
Tea Towel,US,B2B,2024_04,matched,21,21,0,122.83,122.83,0.0
Tea Towel,US,B2B,2024_05,matched,71,71,0,514.35,514.35,0.0
Tea Towel,US,B2B,2024_06,matched,48,48,0,330.06,330.06,0.0
Tea Towel,US,B2B,2024_07,matched,18,18,0,115.57,115.57,0.0
Tea Towel,US,B2B,2024_08,matched,10,10,0,61.42,61.42,0.0
Tea Towel,US,B2B,2024_09,matched,2,2,0,12.72,12.72,0.0
Tea Towel,US,B2B,2024_10,matched,123,123,0,748.09,748.09,0.0
Tea Towel,US,B2B,2024_11,matched,102,102,0,531.35,531.35,0.0
Tea Towel,US,B2B,2024_12,matched,208,208,0,719.75,719.75,0.0
Tea Towel,US,B2B,2025_01,matched,37,37,0,217.43,217.43,0.0
Tea Towel,US,B2B,2025_02,matched,172,172,0,989.11,989.11,0.0
Tea Towel,US,B2B,2025_03,matched,48,48,0,275.12,275.12,0.0
Tea Towel,US,B2B,2025_04,matched,28,28,0,160.23,160.23,0.0
Tea Towel,US,B2B,2025_05,matched,169,169,0,1096.24,1096.24,0.0
Tea Towel,US,B2B,2025_06,matched,223,223,0,1230.35,1230.35,0.0
Tea Towel,US,B2B,2025_07,matched,37,37,0,240.95,240.95,0.0
Tea Towel,US,B2B,2025_08,matched,38,38,0,257.08,257.08,0.0
Tea Towel,US,B2B,2025_09,matched,126,126,0,840.68,840.68,0.0
Tea Towel,US,B2B,2025_10,matched,13,13,0,88.0,88.0,0.0
Tea Towel,US,B2B,2025_11,matched,99,99,0,505.82,505.82,0.0
Tea Towel,US,B2B,2025_12,matched,105,105,0,578.84,578.84,0.0
Tea Towel,US,B2B,2026_01,matched,648,648,0,3529.38,3529.38,0.0
Tea Towel,US,B2B,2026_02,matched,66,66,0,429.72,429.72,0.0
Tea Towel,US,B2B,2026_03,matched,321,321,0,2057.31,2057.31,0.0
Tea Towel,US,B2B,2026_04,matched,113,113,0,670.33,670.33,0.0
Tea Towel,US,B2B,2026_05,matched,356,356,0,2052.73,2052.73,0.0
Tea Towel,US,B2B,2026_06,matched,30,30,0,99.77,99.77,0.0
Tea Towel,US,B2B,2026_07,matched,209,209,0,1303.98,1303.98,0.0
Tea Towel,US,DTC,2024_01,matched,27,27,0,207.35,207.35,0.0
Tea Towel,US,DTC,2024_02,matched,88,88,0,677.45,677.45,0.0
Tea Towel,US,DTC,2024_03,matched,43,43,0,407.9,407.9,0.0
Tea Towel,US,DTC,2024_04,matched,38,38,0,351.73,351.73,0.0
Tea Towel,US,DTC,2024_05,matched,62,62,0,398.29,398.29,0.0
Tea Towel,US,DTC,2024_06,matched,84,84,0,549.02,549.02,0.0
Tea Towel,US,DTC,2024_07,matched,150,150,0,957.07,957.07,0.0
Tea Towel,US,DTC,2024_08,matched,172,172,0,1046.0,1046.0,0.0
Tea Towel,US,DTC,2024_09,matched,48,48,0,397.13,397.13,0.0
Tea Towel,US,DTC,2024_10,matched,90,90,0,612.08,612.08,0.0
Tea Towel,US,DTC,2024_11,matched,70,70,0,422.76,422.76,0.0
Tea Towel,US,DTC,2024_12,matched,129,129,0,1048.72,1048.72,0.0
Tea Towel,US,DTC,2025_01,matched,48,48,0,351.52,351.52,0.0
Tea Towel,US,DTC,2025_02,matched,53,53,0,390.14,390.14,0.0
Tea Towel,US,DTC,2025_03,matched,93,93,0,661.57,661.57,0.0
Tea Towel,US,DTC,2025_04,matched,20,20,0,148.58,148.58,0.0
Tea Towel,US,DTC,2025_05,matched,39,39,0,344.49,344.49,0.0
Tea Towel,US,DTC,2025_06,matched,151,151,0,1527.91,1527.91,0.0
Tea Towel,US,DTC,2025_07,matched,184,184,0,1564.95,1564.95,0.0
Tea Towel,US,DTC,2025_08,matched,74,74,0,797.57,797.57,0.0
Tea Towel,US,DTC,2025_09,matched,319,319,0,2882.16,2882.16,0.0
Tea Towel,US,DTC,2025_10,matched,127,127,0,1239.07,1239.07,0.0
Tea Towel,US,DTC,2025_11,matched,174,174,0,1721.54,1721.54,0.0
Tea Towel,US,DTC,2025_12,matched,164,164,0,1636.1,1636.1,0.0
Tea Towel,US,DTC,2026_01,matched,70,70,0,766.47,766.47,0.0
Tea Towel,US,DTC,2026_02,matched,48,48,0,553.59,553.59,0.0
Tea Towel,US,DTC,2026_03,matched,85,85,0,975.21,975.21,0.0
Tea Towel,US,DTC,2026_04,matched,112,112,0,1089.3,1089.3,0.0
Tea Towel,US,DTC,2026_05,matched,77,77,0,695.69,695.69,0.0
Tea Towel,US,DTC,2026_06,matched,184,184,0,1835.27,1835.27,0.0
Tea Towel,US,DTC,2026_07,matched,143,143,0,1497.23,1497.23,0.0
Tea Towel,US,DTC,2026_08,matched,16,16,0,136.71,136.71,0.0
Tea Towel,US,FBA,2024_03,matched,10,10,0,124.95,124.95,0.0
Tea Towel,US,FBA,2024_04,matched,11,11,0,135.2,135.2,0.0
Tea Towel,US,FBA,2024_06,matched,1,1,0,10.6,10.6,0.0
Tea Towel,US,FBA,2024_07,matched,32,32,0,234.27,234.27,0.0
Tea Towel,US,FBA,2024_08,matched,7,7,0,76.43,76.43,0.0
Tea Towel,US,FBA,2024_09,matched,1,1,0,8.0,8.0,0.0
Tea Towel,US,FBA,2024_12,matched,17,17,0,221.17,221.17,0.0
Tea Towel,US,FBA,2025_01,matched,11,11,0,159.33,159.33,0.0
Tea Towel,US,FBA,2025_03,matched,17,17,0,172.58,172.58,0.0
Tea Towel,US,FBA,2025_04,matched,14,14,0,143.93,143.93,0.0
Tea Towel,US,FBA,2025_05,matched,7,7,0,64.95,64.95,0.0
Tea Towel,US,FBA,2025_06,matched,8,8,0,84.62,84.62,0.0
Tea Towel,US,FBA,2025_07,matched,20,20,0,207.58,207.58,0.0
Tea Towel,US,FBA,2025_08,matched,30,30,0,301.94,301.94,0.0
Tea Towel,US,FBA,2025_09,matched,11,11,0,135.79,135.79,0.0
Tea Towel,US,FBA,2025_10,matched,42,42,0,433.06,433.06,0.0
Tea Towel,US,FBA,2025_11,matched,24,24,0,264.17,264.17,0.0
Tea Towel,US,FBA,2025_12,matched,28,28,0,323.05,323.05,0.0
Tea Towel,US,FBA,2026_01,matched,24,24,0,278.36,278.36,0.0
Tea Towel,US,FBA,2026_02,matched,20,20,0,248.21,248.21,0.0
Tea Towel,US,FBA,2026_03,matched,25,25,0,262.54,262.54,0.0
Tea Towel,US,FBA,2026_04,matched,102,102,0,1025.49,1025.49,0.0
Tea Towel,US,FBA,2026_05,matched,50,50,0,607.33,607.33,0.0
Tea Towel,US,FBA,2026_06,matched,63,63,0,680.56,680.56,0.0
Tea Towel,US,FBA,2026_07,matched,47,47,0,528.11,528.11,0.0
Tea Towel,US,FBA,2026_08,matched,20,20,0,256.06,256.06,0.0
Towel - Beach CORE,AU,DTC,2024_01,changed,3242,3360,118,51354.6,53233.58,1878.98
Towel - Beach CORE,AU,DTC,2024_02,changed,2449,2538,89,37732.77,39005.12,1272.35
Towel - Beach CORE,AU,DTC,2024_03,changed,1680,1721,41,26815.67,27375.53,559.86
Towel - Beach CORE,AU,DTC,2024_04,changed,1881,1907,26,30694.31,31130.06,435.75
Towel - Beach CORE,AU,DTC,2024_05,changed,2231,2254,23,37457.81,37902.25,444.44
Towel - Beach CORE,AU,DTC,2024_06,changed,1978,2003,25,34703.48,35160.24,456.76
Towel - Beach CORE,AU,DTC,2024_07,changed,2109,2129,20,36176.16,36545.91,369.75
Towel - Beach CORE,AU,DTC,2024_08,changed,1812,1912,100,29950.48,31192.51,1242.03
Towel - Beach CORE,AU,DTC,2024_09,changed,1810,1870,60,29259.8,30268.84,1009.04
Towel - Beach CORE,AU,DTC,2024_10,changed,2445,2573,128,41711.37,43841.69,2130.32
Towel - Beach CORE,AU,DTC,2024_11,changed,6271,6736,465,101715.99,107703.13,5987.14
Towel - Beach CORE,AU,DTC,2024_12,changed,8240,8855,615,142332.46,149651.3,7318.84
Towel - Beach CORE,AU,DTC,2025_01,changed,2033,2291,258,35344.02,37767.51,2423.49
Towel - Beach CORE,AU,DTC,2025_02,changed,1003,1033,30,18535.97,19098.59,562.62
Towel - Beach CORE,AU,DTC,2025_03,changed,850,869,19,15961.8,16325.16,363.36
Towel - Beach CORE,AU,DTC,2025_04,changed,824,828,4,15140.52,15210.46,69.94
Towel - Beach CORE,AU,DTC,2025_05,changed,1101,1118,17,20887.59,21203.56,315.97
Towel - Beach CORE,AU,DTC,2025_06,changed,1583,1584,1,29191.55,29210.28,18.73
Towel - Beach CORE,AU,DTC,2025_07,changed,1331,1363,32,24011.5,24538.67,527.17
Towel - Beach CORE,AU,DTC,2025_08,changed,1880,1902,22,30082.98,30443.92,360.94
Towel - Beach CORE,AU,DTC,2025_09,changed,1333,1369,36,22914.93,23495.97,581.04
Towel - Beach CORE,AU,DTC,2025_10,changed,1712,1755,43,26538.53,27238.59,700.06
Towel - Beach CORE,AU,DTC,2025_11,changed,5337,5510,173,84277.0,86546.62,2269.62
Towel - Beach CORE,AU,DTC,2025_12,changed,7278,7362,84,120297.47,121478.01,1180.54
Towel - Beach CORE,AU,DTC,2026_01,changed,2139,2141,2,35755.13,35789.91,34.78
Towel - Beach CORE,AU,DTC,2026_02,changed,864,867,3,16265.29,16318.72,53.43
Towel - Beach CORE,AU,DTC,2026_03,changed,807,809,2,15042.43,15077.09,34.66
Towel - Beach CORE,AU,DTC,2026_04,changed,618,623,5,11659.79,11734.06,74.27
Towel - Beach CORE,AU,DTC,2026_05,matched,765,765,0,18140.41,18140.41,0.0
Towel - Beach CORE,AU,DTC,2026_06,matched,1075,1075,0,25055.98,25055.98,0.0
Towel - Beach CORE,AU,DTC,2026_07,matched,859,859,0,19759.94,19759.94,0.0
Towel - Beach CORE,AU,DTC,2026_08,matched,192,192,0,4351.2,4351.2,0.0
Towel - Beach CORE,AU,FBA,2024_01,changed,387,388,1,9741.36,9765.91,24.55
Towel - Beach CORE,AU,FBA,2024_02,matched,259,259,0,6327.43,6327.43,0.0
Towel - Beach CORE,AU,FBA,2024_03,matched,267,267,0,6617.47,6617.47,0.0
Towel - Beach CORE,AU,FBA,2024_04,matched,292,292,0,7225.23,7225.23,0.0
Towel - Beach CORE,AU,FBA,2024_05,matched,421,421,0,10330.43,10330.43,0.0
Towel - Beach CORE,AU,FBA,2024_06,matched,487,487,0,12091.53,12091.53,0.0
Towel - Beach CORE,AU,FBA,2024_07,changed,347,349,2,8485.55,8538.51,52.96
Towel - Beach CORE,AU,FBA,2024_08,changed,330,334,4,7945.74,8046.58,100.84
Towel - Beach CORE,AU,FBA,2024_09,changed,280,283,3,6855.05,6930.25,75.2
Towel - Beach CORE,AU,FBA,2024_10,changed,245,247,2,5841.17,5877.31,36.14
Towel - Beach CORE,AU,FBA,2024_11,matched,429,429,0,10211.7,10211.7,0.0
Towel - Beach CORE,AU,FBA,2024_12,changed,878,883,5,21139.09,21311.23,172.14
Towel - Beach CORE,AU,FBA,2025_01,changed,359,362,3,8771.95,8895.75,123.8
Towel - Beach CORE,AU,FBA,2025_02,changed,248,251,3,5948.18,6070.69,122.51
Towel - Beach CORE,AU,FBA,2025_03,changed,257,258,1,5589.19,5613.07,23.88
Towel - Beach CORE,AU,FBA,2025_04,matched,339,339,0,7050.06,7050.06,0.0
Towel - Beach CORE,AU,FBA,2025_05,matched,501,501,0,8844.87,8844.87,0.0
Towel - Beach CORE,AU,FBA,2025_06,matched,409,409,0,9104.22,9104.22,0.0
Towel - Beach CORE,AU,FBA,2025_07,matched,565,565,0,10966.35,10966.35,0.0
