subcategory,country,channel,year_month,status,live_units,desired_units,delta_units,live_revenue,desired_revenue,delta_revenue
Bag - Foldable,US,B2B,2024_10,matched,95,95,0,726.79,726.79,0.0
Bag - Foldable,US,B2B,2024_11,matched,41,41,0,44.95,44.95,0.0
Bag - Foldable,US,B2B,2024_12,matched,132,132,0,13691.56,13691.56,0.0
Bag - Foldable,US,B2B,2025_01,matched,797,797,0,2221.77,2221.77,0.0
Bag - Foldable,US,B2B,2025_02,matched,854,854,0,7148.08,7148.08,0.0
Bag - Foldable,US,B2B,2025_03,matched,743,743,0,6127.61,6127.61,0.0
Bag - Foldable,US,B2B,2025_04,matched,458,458,0,3603.55,3603.55,0.0
Bag - Foldable,US,B2B,2025_05,matched,462,462,0,3617.45,3617.45,0.0
Bag - Foldable,US,B2B,2025_06,matched,480,480,0,3760.85,3760.85,0.0
Bag - Foldable,US,B2B,2025_07,matched,153,153,0,1351.93,1351.93,0.0
Bag - Foldable,US,B2B,2025_08,matched,525,525,0,5834.51,5834.51,0.0
Bag - Foldable,US,B2B,2025_09,matched,38,38,0,297.34,297.34,0.0
Bag - Foldable,US,B2B,2025_10,matched,76,76,0,329.91,329.91,0.0
Bag - Foldable,US,B2B,2025_11,matched,6,6,0,30.56,30.56,0.0
Bag - Foldable,US,B2B,2025_12,matched,4,4,0,-3.34,-3.34,0.0
Bag - Foldable,US,B2B,2026_01,matched,84,84,0,730.32,730.32,0.0
Bag - Foldable,US,B2B,2026_02,matched,3441,3441,0,24534.4,24534.4,0.0
Bag - Foldable,US,B2B,2026_03,matched,1051,1051,0,8729.85,8729.85,0.0
Bag - Foldable,US,B2B,2026_04,matched,625,625,0,5612.89,5612.89,0.0
Bag - Foldable,US,B2B,2026_05,matched,519,519,0,5271.92,5271.92,0.0
Bag - Foldable,US,B2B,2026_06,matched,461,461,0,4184.85,4184.85,0.0
Bag - Foldable,US,B2B,2026_07,matched,146,146,0,1326.69,1326.69,0.0
Bag - Foldable,US,B2B,2026_08,matched,16,16,0,142.76,142.76,0.0
Bag - Foldable,US,DTC,2024_01,matched,86,86,0,984.26,984.26,0.0
Bag - Foldable,US,DTC,2024_02,matched,313,313,0,4018.75,4018.75,0.0
Bag - Foldable,US,DTC,2024_03,matched,165,165,0,1835.91,1835.91,0.0
Bag - Foldable,US,DTC,2024_04,matched,376,376,0,1654.86,1654.86,0.0
Bag - Foldable,US,DTC,2024_05,matched,230,230,0,2869.66,2869.66,0.0
Bag - Foldable,US,DTC,2024_06,matched,224,224,0,3616.15,3616.15,0.0
Bag - Foldable,US,DTC,2024_07,matched,223,223,0,3022.48,3022.48,0.0
Bag - Foldable,US,DTC,2024_08,matched,133,133,0,1861.46,1861.46,0.0
Bag - Foldable,US,DTC,2024_09,matched,98,98,0,1344.79,1344.79,0.0
Bag - Foldable,US,DTC,2024_10,matched,92,92,0,1031.15,1031.15,0.0
Bag - Foldable,US,DTC,2024_11,matched,83,83,0,1070.26,1070.26,0.0
Bag - Foldable,US,DTC,2024_12,matched,402,402,0,5423.47,5423.47,0.0
Bag - Foldable,US,DTC,2025_01,matched,181,181,0,7587.74,7587.74,0.0
Bag - Foldable,US,DTC,2025_02,matched,375,375,0,3645.91,3645.91,0.0
Bag - Foldable,US,DTC,2025_03,matched,467,467,0,6486.94,6486.94,0.0
Bag - Foldable,US,DTC,2025_04,matched,302,302,0,4703.66,4703.66,0.0
Bag - Foldable,US,DTC,2025_05,matched,598,598,0,9112.44,9112.44,0.0
Bag - Foldable,US,DTC,2025_06,matched,300,300,0,4630.23,4630.23,0.0
Bag - Foldable,US,DTC,2025_07,matched,220,220,0,3539.33,3539.33,0.0
Bag - Foldable,US,DTC,2025_08,matched,177,177,0,2830.54,2830.54,0.0
Bag - Foldable,US,DTC,2025_09,matched,86,86,0,1286.51,1286.51,0.0
Bag - Foldable,US,DTC,2025_10,matched,48,48,0,754.68,754.68,0.0
Bag - Foldable,US,DTC,2025_11,matched,112,112,0,1586.18,1586.18,0.0
Bag - Foldable,US,DTC,2025_12,matched,124,124,0,1863.18,1863.18,0.0
Bag - Foldable,US,DTC,2026_01,matched,153,153,0,2611.01,2611.01,0.0
Bag - Foldable,US,DTC,2026_02,matched,185,185,0,2862.13,2862.13,0.0
Bag - Foldable,US,DTC,2026_03,matched,330,330,0,5856.56,5856.56,0.0
Bag - Foldable,US,DTC,2026_04,matched,285,285,0,4886.36,4886.36,0.0
Bag - Foldable,US,DTC,2026_05,matched,438,438,0,7331.33,7331.33,0.0
Bag - Foldable,US,DTC,2026_06,matched,279,279,0,4850.62,4850.62,0.0
Bag - Foldable,US,DTC,2026_07,matched,334,334,0,5788.1,5788.1,0.0
Bag - Foldable,US,DTC,2026_08,matched,24,24,0,453.39,453.39,0.0
Bag - Foldable,US,FBA,2024_01,matched,15,15,0,210.14,210.14,0.0
Bag - Foldable,US,FBA,2024_02,matched,51,51,0,692.56,692.56,0.0
Bag - Foldable,US,FBA,2024_03,matched,98,98,0,1326.41,1326.41,0.0
Bag - Foldable,US,FBA,2024_04,matched,85,85,0,1280.64,1280.64,0.0
Bag - Foldable,US,FBA,2024_05,matched,124,124,0,1785.03,1785.03,0.0
Bag - Foldable,US,FBA,2024_06,matched,151,151,0,2197.97,2197.97,0.0
Bag - Foldable,US,FBA,2024_07,matched,128,128,0,1674.66,1674.66,0.0
Bag - Foldable,US,FBA,2024_08,matched,52,52,0,766.33,766.33,0.0
Bag - Foldable,US,FBA,2024_09,matched,37,37,0,496.51,496.51,0.0
Bag - Foldable,US,FBA,2024_10,matched,27,27,0,349.91,349.91,0.0
Bag - Foldable,US,FBA,2024_11,matched,30,30,0,410.28,410.28,0.0
Bag - Foldable,US,FBA,2024_12,matched,55,55,0,783.65,783.65,0.0
Bag - Foldable,US,FBA,2025_01,matched,39,39,0,642.81,642.81,0.0
Bag - Foldable,US,FBA,2025_02,matched,104,104,0,1549.83,1549.83,0.0
Bag - Foldable,US,FBA,2025_03,matched,309,309,0,4126.42,4126.42,0.0
Bag - Foldable,US,FBA,2025_04,matched,401,401,0,5386.97,5386.97,0.0
Bag - Foldable,US,FBA,2025_05,matched,439,439,0,6492.55,6492.55,0.0
Bag - Foldable,US,FBA,2025_06,matched,277,277,0,4305.09,4305.09,0.0
Bag - Foldable,US,FBA,2025_07,matched,237,237,0,3735.53,3735.53,0.0
Bag - Foldable,US,FBA,2025_08,matched,128,128,0,1889.78,1889.78,0.0
Bag - Foldable,US,FBA,2025_09,matched,35,35,0,597.42,597.42,0.0
Bag - Foldable,US,FBA,2025_10,matched,49,49,0,718.19,718.19,0.0
Bag - Foldable,US,FBA,2025_11,matched,30,30,0,505.24,505.24,0.0
Bag - Foldable,US,FBA,2025_12,matched,38,38,0,616.66,616.66,0.0
Bag - Foldable,US,FBA,2026_01,matched,67,67,0,1005.0,1005.0,0.0
Bag - Foldable,US,FBA,2026_02,matched,232,232,0,3778.44,3778.44,0.0
Bag - Foldable,US,FBA,2026_03,matched,2015,2015,0,34662.86,34662.86,0.0
Bag - Foldable,US,FBA,2026_04,matched,1171,1171,0,19526.53,19526.53,0.0
Bag - Foldable,US,FBA,2026_05,matched,1743,1743,0,30690.84,30690.84,0.0
Bag - Foldable,US,FBA,2026_06,matched,2081,2081,0,34125.35,34125.35,0.0
Bag - Foldable,US,FBA,2026_07,matched,1295,1295,0,22858.71,22858.71,0.0
Bag - Foldable,US,FBA,2026_08,matched,222,222,0,3726.94,3726.94,0.0
Bag - Toiletry,AU,DTC,2024_10,matched,7,7,0,99.66,99.66,0.0
Bag - Toiletry,AU,DTC,2024_11,matched,27,27,0,421.99,421.99,0.0
Bag - Toiletry,AU,DTC,2024_12,matched,15,15,0,243.31,243.31,0.0
Bag - Toiletry,AU,DTC,2025_01,matched,7,7,0,115.27,115.27,0.0
Bag - Toiletry,AU,DTC,2025_02,matched,5,5,0,49.31,49.31,0.0
Bag - Toiletry,AU,DTC,2025_03,matched,3,3,0,48.06,48.06,0.0
Bag - Toiletry,AU,DTC,2025_04,matched,2,2,0,33.18,33.18,0.0
Bag - Toiletry,AU,DTC,2025_05,matched,5,5,0,83.1,83.1,0.0
Bag - Toiletry,AU,DTC,2025_06,matched,8,8,0,109.95,109.95,0.0
Bag - Toiletry,AU,DTC,2025_07,matched,10,10,0,153.54,153.54,0.0
Bag - Toiletry,AU,DTC,2025_08,matched,6,6,0,99.71,99.71,0.0
Bag - Toiletry,AU,DTC,2025_09,matched,15,15,0,227.69,227.69,0.0
Bag - Toiletry,AU,DTC,2025_10,matched,35,35,0,527.67,527.67,0.0
Bag - Toiletry,AU,DTC,2025_11,matched,92,92,0,1335.43,1335.43,0.0
Bag - Toiletry,AU,DTC,2025_12,matched,98,98,0,1341.15,1341.15,0.0
Bag - Toiletry,AU,DTC,2026_01,matched,6,6,0,105.24,105.24,0.0
Bag - Toiletry,AU,DTC,2026_02,matched,9,9,0,139.87,139.87,0.0
Bag - Toiletry,AU,DTC,2026_03,matched,6,6,0,110.02,110.02,0.0
Bag - Toiletry,AU,DTC,2026_04,matched,2,2,0,38.46,38.46,0.0
Bag - Toiletry,AU,DTC,2026_05,matched,2,2,0,42.21,42.21,0.0
Bag - Toiletry,AU,DTC,2026_06,matched,4,4,0,56.29,56.29,0.0
Bag - Toiletry,AU,DTC,2026_07,matched,6,6,0,128.16,128.16,0.0
Bag - Toiletry,AU,FBA,2025_10,matched,1,1,0,17.86,17.86,0.0
Bag - Toiletry,AU,FBA,2026_01,matched,1,1,0,17.06,17.06,0.0
Bag - Toiletry,AU,FBA,2026_04,matched,1,1,0,22.44,22.44,0.0
Bag - Toiletry,EU,B2B,2024_07,matched,9,9,0,71.46,71.46,0.0
Bag - Toiletry,EU,B2B,2024_08,matched,5,5,0,16.46,16.46,0.0
Bag - Toiletry,EU,B2B,2024_09,matched,12,12,0,65.04,65.04,0.0
Bag - Toiletry,EU,B2B,2024_10,matched,7,7,0,70.94,70.94,0.0
Bag - Toiletry,EU,B2B,2024_12,matched,4,4,0,17.36,17.36,0.0
Bag - Toiletry,EU,B2B,2025_02,matched,1,1,0,0.0,0.0,0.0
Bag - Toiletry,EU,B2B,2025_06,matched,10,10,0,90.47,90.47,0.0
Bag - Toiletry,EU,B2B,2025_07,matched,23,23,0,193.02,193.02,0.0
Bag - Toiletry,EU,B2B,2025_09,matched,4,4,0,36.1,36.1,0.0
Bag - Toiletry,EU,B2B,2025_11,matched,42,42,0,400.67,400.67,0.0
Bag - Toiletry,EU,B2B,2025_12,matched,14,14,0,103.12,103.12,0.0
Bag - Toiletry,EU,B2B,2026_01,matched,12,12,0,122.3,122.3,0.0
Bag - Toiletry,EU,B2B,2026_02,matched,18,18,0,375.44,375.44,0.0
Bag - Toiletry,EU,B2B,2026_03,matched,18,18,0,162.78,162.78,0.0
Bag - Toiletry,EU,B2B,2026_04,matched,18,18,0,159.72,159.72,0.0
Bag - Toiletry,EU,B2B,2026_05,matched,18,18,0,54.01,54.01,0.0
Bag - Toiletry,EU,B2B,2026_06,matched,14,14,0,138.81,138.81,0.0
Bag - Toiletry,EU,DTC,2024_06,matched,4,4,0,91.69,91.69,0.0
Bag - Toiletry,EU,DTC,2024_07,matched,8,8,0,156.82,156.82,0.0
Bag - Toiletry,EU,DTC,2024_08,matched,7,7,0,112.75,112.75,0.0
Bag - Toiletry,EU,DTC,2024_09,matched,4,4,0,72.1,72.1,0.0
Bag - Toiletry,EU,DTC,2024_10,matched,1,1,0,14.18,14.18,0.0
Bag - Toiletry,EU,DTC,2024_11,matched,2,2,0,35.76,35.76,0.0
Bag - Toiletry,EU,DTC,2024_12,matched,13,13,0,197.56,197.56,0.0
Bag - Toiletry,EU,DTC,2025_01,matched,1,1,0,17.02,17.02,0.0
Bag - Toiletry,EU,DTC,2025_06,matched,28,28,0,436.64,436.64,0.0
Bag - Toiletry,EU,DTC,2025_07,matched,16,16,0,228.88,228.88,0.0
Bag - Toiletry,EU,DTC,2025_09,matched,3,3,0,32.01,32.01,0.0
Bag - Toiletry,EU,DTC,2025_10,matched,1,1,0,21.31,21.31,0.0
Bag - Toiletry,EU,DTC,2025_11,matched,23,23,0,345.58,345.58,0.0
Bag - Toiletry,EU,DTC,2025_12,matched,25,25,0,470.44,470.44,0.0
Bag - Toiletry,EU,DTC,2026_01,matched,28,28,0,511.64,511.64,0.0
Bag - Toiletry,EU,DTC,2026_02,matched,1,1,0,15.15,15.15,0.0
Bag - Toiletry,EU,DTC,2026_03,matched,5,5,0,83.82,83.82,0.0
Bag - Toiletry,EU,DTC,2026_04,matched,8,8,0,146.37,146.37,0.0
Bag - Toiletry,EU,DTC,2026_05,matched,31,31,0,513.2,513.2,0.0
Bag - Toiletry,EU,DTC,2026_06,matched,13,13,0,251.0,251.0,0.0
Bag - Toiletry,EU,FBA,2025_09,matched,1,1,0,26.09,26.09,0.0
Bag - Toiletry,EU,FBA,2025_12,matched,2,2,0,52.48,52.48,0.0
Bag - Toiletry,EU,FBA,2026_01,matched,1,1,0,26.03,26.03,0.0
Bag - Toiletry,EU,FBA,2026_05,matched,1,1,0,20.73,20.73,0.0
Bag - Toiletry,UK,B2B,2024_04,matched,25,25,0,210.68,210.68,0.0
Bag - Toiletry,UK,B2B,2024_05,matched,36,36,0,329.8,329.8,0.0
Bag - Toiletry,UK,B2B,2024_06,matched,61,61,0,545.44,545.44,0.0
Bag - Toiletry,UK,B2B,2024_07,matched,44,44,0,397.35,397.35,0.0
Bag - Toiletry,UK,B2B,2024_08,matched,84,84,0,773.51,773.51,0.0
Bag - Toiletry,UK,B2B,2024_10,matched,16,16,0,158.61,158.61,0.0
Bag - Toiletry,UK,B2B,2024_11,matched,41,41,0,378.25,378.25,0.0
Bag - Toiletry,UK,B2B,2024_12,matched,23,23,0,213.35,213.35,0.0
Bag - Toiletry,UK,B2B,2025_01,matched,2,2,0,36.66,36.66,0.0
Bag - Toiletry,UK,B2B,2025_02,matched,4,4,0,40.34,40.34,0.0
Bag - Toiletry,UK,B2B,2025_03,matched,6,6,0,57.26,57.26,0.0
Bag - Toiletry,UK,B2B,2025_04,matched,59,59,0,987.1,987.1,0.0
Bag - Toiletry,UK,B2B,2025_05,matched,28,28,0,260.02,260.02,0.0
Bag - Toiletry,UK,B2B,2025_06,matched,16,16,0,148.63,148.63,0.0
Bag - Toiletry,UK,B2B,2025_07,matched,6,6,0,50.56,50.56,0.0
Bag - Toiletry,UK,B2B,2025_09,matched,50,50,0,415.8,415.8,0.0
Bag - Toiletry,UK,B2B,2025_10,matched,62,62,0,603.4,603.4,0.0
Bag - Toiletry,UK,B2B,2025_11,matched,78,78,0,1721.34,1721.34,0.0
Bag - Toiletry,UK,B2B,2025_12,matched,12,12,0,128.52,128.52,0.0
Bag - Toiletry,UK,B2B,2026_01,matched,48,48,0,470.64,470.64,0.0
Bag - Toiletry,UK,B2B,2026_02,matched,100,100,0,1677.21,1677.21,0.0
Bag - Toiletry,UK,B2B,2026_03,matched,25,25,0,248.35,248.35,0.0
Bag - Toiletry,UK,B2B,2026_04,matched,92,92,0,896.99,896.99,0.0
Bag - Toiletry,UK,B2B,2026_05,matched,266,266,0,2398.31,2398.31,0.0
Bag - Toiletry,UK,B2B,2026_06,matched,210,210,0,2165.28,2165.28,0.0
Bag - Toiletry,UK,B2B,2026_07,matched,42,42,0,415.7,415.7,0.0
Bag - Toiletry,UK,B2B,2026_08,matched,6,6,0,62.46,62.46,0.0
Bag - Toiletry,UK,DTC,2024_04,matched,13,13,0,186.98,186.98,0.0
Bag - Toiletry,UK,DTC,2024_05,matched,171,171,0,3041.52,3041.52,0.0
Bag - Toiletry,UK,DTC,2024_06,matched,91,91,0,1523.33,1523.33,0.0
Bag - Toiletry,UK,DTC,2024_07,matched,138,138,0,2307.53,2307.53,0.0
Bag - Toiletry,UK,DTC,2024_08,matched,176,176,0,2712.51,2712.51,0.0
Bag - Toiletry,UK,DTC,2024_09,matched,93,93,0,1534.94,1534.94,0.0
Bag - Toiletry,UK,DTC,2024_10,matched,24,24,0,411.06,411.06,0.0
Bag - Toiletry,UK,DTC,2024_11,matched,220,220,0,3561.6,3561.6,0.0
Bag - Toiletry,UK,DTC,2024_12,matched,109,109,0,1744.84,1744.84,0.0
Bag - Toiletry,UK,DTC,2025_01,matched,16,16,0,300.9,300.9,0.0
Bag - Toiletry,UK,DTC,2025_03,matched,41,41,0,769.83,769.83,0.0
Bag - Toiletry,UK,DTC,2025_04,matched,100,100,0,1822.22,1822.22,0.0
Bag - Toiletry,UK,DTC,2025_05,matched,148,148,0,2379.38,2379.38,0.0
Bag - Toiletry,UK,DTC,2025_06,matched,111,111,0,1882.77,1882.77,0.0
Bag - Toiletry,UK,DTC,2025_07,matched,52,52,0,852.49,852.49,0.0
Bag - Toiletry,UK,DTC,2025_09,matched,40,40,0,773.29,773.29,0.0
Bag - Toiletry,UK,DTC,2025_10,matched,113,113,0,2180.06,2180.06,0.0
Bag - Toiletry,UK,DTC,2025_11,matched,491,491,0,8365.65,8365.65,0.0
Bag - Toiletry,UK,DTC,2025_12,matched,392,392,0,6696.25,6696.25,0.0
Bag - Toiletry,UK,DTC,2026_01,matched,172,172,0,2574.28,2574.28,0.0
Bag - Toiletry,UK,DTC,2026_02,matched,73,73,0,1374.56,1374.56,0.0
Bag - Toiletry,UK,DTC,2026_03,matched,109,109,0,2173.61,2173.61,0.0
Bag - Toiletry,UK,DTC,2026_04,matched,78,78,0,1578.96,1578.96,0.0
Bag - Toiletry,UK,DTC,2026_05,matched,137,137,0,2577.4,2577.4,0.0
Bag - Toiletry,UK,DTC,2026_06,matched,227,227,0,4423.84,4423.84,0.0
Bag - Toiletry,UK,DTC,2026_07,matched,240,240,0,4673.75,4673.75,0.0
Bag - Toiletry,UK,DTC,2026_08,matched,40,40,0,826.99,826.99,0.0
Bag - Toiletry,UK,FBA,2024_06,matched,1,1,0,22.82,22.82,0.0
Bag - Toiletry,UK,FBA,2024_07,matched,4,4,0,92.28,92.28,0.0
Bag - Toiletry,UK,FBA,2024_08,matched,2,2,0,52.33,52.33,0.0
Bag - Toiletry,UK,FBA,2024_09,matched,1,1,0,24.84,24.84,0.0
Bag - Toiletry,UK,FBA,2024_11,matched,2,2,0,49.63,49.63,0.0
Bag - Toiletry,UK,FBA,2025_03,matched,2,2,0,53.32,53.32,0.0
Bag - Toiletry,UK,FBA,2025_04,matched,2,2,0,53.32,53.32,0.0
Bag - Toiletry,UK,FBA,2025_05,matched,8,8,0,150.44,150.44,0.0
Bag - Toiletry,UK,FBA,2025_06,matched,10,10,0,190.63,190.63,0.0
Bag - Toiletry,UK,FBA,2025_07,matched,3,3,0,59.48,59.48,0.0
Bag - Toiletry,UK,FBA,2025_09,matched,1,1,0,23.38,23.38,0.0
Bag - Toiletry,UK,FBA,2025_10,matched,13,13,0,263.37,263.37,0.0
Bag - Toiletry,UK,FBA,2025_11,matched,18,18,0,368.78,368.78,0.0
Bag - Toiletry,UK,FBA,2025_12,matched,49,49,0,1042.07,1042.07,0.0
Bag - Toiletry,UK,FBA,2026_01,matched,9,9,0,192.46,192.46,0.0
Bag - Toiletry,UK,FBA,2026_02,matched,11,11,0,235.06,235.06,0.0
Bag - Toiletry,UK,FBA,2026_03,matched,22,22,0,472.14,472.14,0.0
Bag - Toiletry,UK,FBA,2026_04,matched,28,28,0,546.63,546.63,0.0
Bag - Toiletry,UK,FBA,2026_05,matched,29,29,0,591.19,591.19,0.0
Bag - Toiletry,UK,FBA,2026_06,matched,44,44,0,828.77,828.77,0.0
Bag - Toiletry,UK,FBA,2026_07,matched,33,33,0,682.88,682.88,0.0
Bag - Toiletry,UK,FBA,2026_08,matched,16,16,0,233.94,233.94,0.0
Bag - Toiletry,US,B2B,2024_01,matched,3,3,0,33.38,33.38,0.0
Bag - Toiletry,US,B2B,2024_04,matched,57,57,0,496.35,496.35,0.0
Bag - Toiletry,US,B2B,2024_05,matched,68,68,0,775.29,775.29,0.0
Bag - Toiletry,US,B2B,2024_06,matched,66,66,0,727.5,727.5,0.0
Bag - Toiletry,US,B2B,2024_07,matched,14,14,0,165.25,165.25,0.0
Bag - Toiletry,US,B2B,2024_08,matched,47,47,0,504.66,504.66,0.0
Bag - Toiletry,US,B2B,2024_09,matched,8,8,0,85.62,85.62,0.0
Bag - Toiletry,US,B2B,2024_11,matched,152,152,0,1180.64,1180.64,0.0
Bag - Toiletry,US,B2B,2024_12,matched,80,80,0,532.12,532.12,0.0
Bag - Toiletry,US,B2B,2025_01,matched,4,4,0,43.23,43.23,0.0
Bag - Toiletry,US,B2B,2025_02,matched,187,187,0,1986.19,1986.19,0.0
Bag - Toiletry,US,B2B,2025_03,matched,85,85,0,956.24,956.24,0.0
Bag - Toiletry,US,B2B,2025_04,matched,5,5,0,24.04,24.04,0.0
Bag - Toiletry,US,B2B,2025_05,matched,21,21,0,255.66,255.66,0.0
Bag - Toiletry,US,B2B,2025_06,matched,11,11,0,116.2,116.2,0.0
Bag - Toiletry,US,B2B,2025_07,matched,15,15,0,206.77,206.77,0.0
Bag - Toiletry,US,B2B,2025_09,matched,64,64,0,911.62,911.62,0.0
Bag - Toiletry,US,B2B,2025_10,matched,8,8,0,104.22,104.22,0.0
Bag - Toiletry,US,B2B,2025_11,matched,3,3,0,0.0,0.0,0.0
Bag - Toiletry,US,B2B,2025_12,matched,62,62,0,766.88,766.88,0.0
Bag - Toiletry,US,B2B,2026_02,matched,102,102,0,1297.69,1297.69,0.0
Bag - Toiletry,US,B2B,2026_03,matched,1417,1417,0,15915.0,15915.0,0.0
Bag - Toiletry,US,B2B,2026_04,matched,6,6,0,73.27,73.27,0.0
Bag - Toiletry,US,B2B,2026_05,matched,87,87,0,1106.55,1106.55,0.0
Bag - Toiletry,US,B2B,2026_06,matched,28,28,0,292.1,292.1,0.0
Bag - Toiletry,US,B2B,2026_07,matched,7,7,0,77.86,77.86,0.0
Bag - Toiletry,US,DTC,2024_04,matched,3,3,0,63.69,63.69,0.0
Bag - Toiletry,US,DTC,2024_05,matched,17,17,0,333.54,333.54,0.0
Bag - Toiletry,US,DTC,2024_06,matched,15,15,0,309.01,309.01,0.0
Bag - Toiletry,US,DTC,2024_07,matched,22,22,0,356.42,356.42,0.0
Bag - Toiletry,US,DTC,2024_08,matched,9,9,0,192.31,192.31,0.0
Bag - Toiletry,US,DTC,2024_09,matched,5,5,0,97.38,97.38,0.0
Bag - Toiletry,US,DTC,2024_10,matched,1,1,0,21.44,21.44,0.0
Bag - Toiletry,US,DTC,2024_11,matched,1,1,0,15.43,15.43,0.0
Bag - Toiletry,US,DTC,2024_12,matched,8,8,0,129.52,129.52,0.0
Bag - Toiletry,US,DTC,2025_02,matched,4,4,0,78.23,78.23,0.0
Bag - Toiletry,US,DTC,2025_03,matched,6,6,0,126.74,126.74,0.0
Bag - Toiletry,US,DTC,2025_04,matched,6,6,0,104.37,104.37,0.0
Bag - Toiletry,US,DTC,2025_05,matched,4,4,0,89.86,89.86,0.0
Bag - Toiletry,US,DTC,2025_06,matched,9,9,0,196.78,196.78,0.0
Bag - Toiletry,US,DTC,2025_07,matched,6,6,0,128.22,128.22,0.0
Bag - Toiletry,US,DTC,2025_08,matched,1,1,0,23.45,23.45,0.0
Bag - Toiletry,US,DTC,2025_09,matched,7,7,0,123.71,123.71,0.0
Bag - Toiletry,US,DTC,2025_10,matched,8,8,0,196.53,196.53,0.0
Bag - Toiletry,US,DTC,2025_11,matched,27,27,0,559.79,559.79,0.0
Bag - Toiletry,US,DTC,2025_12,matched,81,81,0,1927.26,1927.26,0.0
Bag - Toiletry,US,DTC,2026_01,matched,23,23,0,450.08,450.08,0.0
Bag - Toiletry,US,DTC,2026_02,matched,12,12,0,304.8,304.8,0.0
Bag - Toiletry,US,DTC,2026_03,matched,20,20,0,507.6,507.6,0.0
Bag - Toiletry,US,DTC,2026_04,matched,22,22,0,523.68,523.68,0.0
Bag - Toiletry,US,DTC,2026_05,matched,61,61,0,1374.87,1374.87,0.0
Bag - Toiletry,US,DTC,2026_06,matched,20,20,0,482.39,482.39,0.0
Bag - Toiletry,US,DTC,2026_07,matched,15,15,0,360.99,360.99,0.0
Bag - Toiletry,US,DTC,2026_08,matched,4,4,0,93.44,93.44,0.0
Bag - Toiletry,US,FBA,2024_01,matched,5,5,0,38.75,38.75,0.0
Bag - Toiletry,US,FBA,2024_07,matched,2,2,0,44.36,44.36,0.0
Bag - Toiletry,US,FBA,2024_08,matched,1,1,0,28.18,28.18,0.0
Bag - Toiletry,US,FBA,2024_12,matched,1,1,0,30.83,30.83,0.0
Bag - Toiletry,US,FBA,2025_05,matched,1,1,0,27.07,27.07,0.0
Bag - Toiletry,US,FBA,2025_06,matched,4,4,0,106.54,106.54,0.0
Bag - Toiletry,US,FBA,2025_08,matched,1,1,0,26.6,26.6,0.0
Bag - Toiletry,US,FBA,2025_09,matched,2,2,0,47.36,47.36,0.0
Bag - Toiletry,US,FBA,2025_10,matched,1,1,0,26.76,26.76,0.0
Bag - Toiletry,US,FBA,2025_11,matched,1,1,0,26.75,26.75,0.0
Bag - Toiletry,US,FBA,2025_12,matched,8,8,0,195.39,195.39,0.0
Bag - Toiletry,US,FBA,2026_01,matched,3,3,0,68.62,68.62,0.0
Bag - Toiletry,US,FBA,2026_03,matched,20,20,0,504.86,504.86,0.0
Bag - Toiletry,US,FBA,2026_04,matched,28,28,0,652.18,652.18,0.0
Bag - Toiletry,US,FBA,2026_05,matched,92,92,0,2360.44,2360.44,0.0
Bag - Toiletry,US,FBA,2026_06,matched,60,60,0,1528.14,1528.14,0.0
Bag - Toiletry,US,FBA,2026_07,matched,39,39,0,1007.82,1007.82,0.0
Bag - Toiletry,US,FBA,2026_08,matched,2,2,0,51.93,51.93,0.0
Bath Robe,AU,DTC,2024_01,only_live (drop),4,,-4,216.72,,-216.72
Bath Robe,AU,DTC,2024_02,only_live (drop),6,,-6,246.66,,-246.66
Bath Robe,AU,DTC,2024_03,only_live (drop),2,,-2,99.7,,-99.7
Bath Robe,AU,DTC,2024_04,only_live (drop),4,,-4,180.03,,-180.03
Bath Robe,AU,DTC,2024_05,only_live (drop),2,,-2,107.01,,-107.01
Bath Robe,AU,DTC,2024_06,only_live (drop),12,,-12,645.4,,-645.4
Bath Robe,AU,DTC,2024_07,only_live (drop),6,,-6,246.44,,-246.44
Bath Robe,AU,DTC,2024_08,only_live (drop),14,,-14,517.2,,-517.2
Bath Robe,AU,DTC,2024_09,only_live (drop),16,,-16,599.45,,-599.45
Bath Robe,AU,DTC,2024_10,only_live (drop),16,,-16,609.88,,-609.88
Bath Robe,AU,DTC,2024_11,only_live (drop),21,,-21,794.69,,-794.69
Bath Robe,AU,DTC,2024_12,only_live (drop),17,,-17,583.89,,-583.89
Bath Robe,AU,DTC,2025_01,only_live (drop),17,,-17,418.63,,-418.63
Bath Robe,AU,DTC,2025_02,only_live (drop),3,,-3,101.85,,-101.85
Bath Robe,AU,DTC,2025_03,only_live (drop),4,,-4,120.07,,-120.07
Bath Robe,AU,DTC,2025_04,only_live (drop),2,,-2,54.22,,-54.22
Bath Robe,AU,DTC,2025_07,only_live (drop),1,,-1,37.92,,-37.92
Bath Robe,AU,DTC,2025_09,only_live (drop),2,,-2,53.63,,-53.63
Bath Robe,AU,DTC,2025_11,only_live (drop),6,,-6,96.61,,-96.61
Bath Robe,AU,DTC,2025_12,only_live (drop),3,,-3,64.81,,-64.81
Bath Robe,EU,B2B,2024_02,only_live (drop),10,,-10,227.58,,-227.58
Bath Robe,EU,B2B,2024_03,only_live (drop),2,,-2,58.01,,-58.01
Bath Robe,EU,B2B,2024_04,only_live (drop),23,,-23,453.04,,-453.04
Bath Robe,EU,B2B,2024_05,only_live (drop),3,,-3,86.85,,-86.85
