SKU,cost,cost_lx,cost_xr,size_long
HAIRW-CAB-LTBLU-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTGRE-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTGRY-NB,1.710,1.710,1.710,One Size
HAIRW-CAB-LTGRY-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPCH-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPINK-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPNK-NB,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPNK-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPPL-NB,1.710,1.710,1.710,One Size
HAIRW-CAB-LTPPL-R,1.710,1.710,1.710,One Size
HAIRW-CAB-NAVY,1.710,1.710,1.710,One Size
HAIRW-CAB-NAVY-NB,1.710,1.710,1.710,One Size
HAIRW-CAB-POSPIN,1.710,1.710,1.710,One Size
HAIRW-CAB-PURPL-R,1.710,1.710,1.710,One Size
HAIRW-CBH-NAVY,2.030,2.030,2.030,One Size
HAIRW-CBH-NAVY-NB,2.030,2.030,2.030,One Size
HAIRW-CBH-PINK,2.030,2.030,2.030,One Size
HAIRW-CBH-PINK-NB,2.030,2.030,2.030,One Size
HAIRW-CLA-BLACK-R,1.710,1.710,1.710,One Size
HAIRW-CLA-DKBLU-R,1.710,1.710,1.710,One Size
HAIRW-CLA-DKGRN-R,1.710,1.710,1.710,One Size
HAIRW-CLA-DKRED-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTBGE-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTBLU-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTGRE-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTGRY-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTPNK-R,1.710,1.710,1.710,One Size
HAIRW-CLA-LTPPL-R,1.710,1.710,1.710,One Size
HAIRW-CLA-NAVY,1.990,1.990,1.990,One Size
HAIRW-CLA-NAVY-NB,1.990,1.990,1.990,One Size
HAIRW-CLA-WHITE,1.990,1.990,1.990,One Size
HAIRW-CLA-WHITE-NB,1.990,1.990,1.990,One Size
HAIRW-FLO-BLOOM,1.710,1.710,1.710,One Size
HAIRW-FLO-DAISY,1.710,1.710,1.710,One Size
HAIRW-FLO-PALM,1.710,1.710,1.710,One Size
HAIRW-FLO-SUNFL,1.710,1.710,1.710,One Size
HAIRW-GEO-PARAD,2.030,2.030,2.030,One Size
HAIRW-GEO-PINK,2.030,2.030,2.030,One Size
HAIRW-HID-BLACK,2.030,2.030,2.030,One Size
HAIRW-HID-BLUE,2.030,2.030,2.030,One Size
HAIRW-HID-GREEN,2.030,2.030,2.030,One Size
HAIRW-HID-PINK,2.030,2.030,2.030,One Size
HAIRW-HOM-GREY,2.030,2.030,2.030,One Size
HAIRW-HOM-LTBLU,2.030,2.030,2.030,One Size
HAIRW-HOM-LTGRN,2.030,2.030,2.030,One Size
HAIRW-HOM-LTPNK,2.030,2.030,2.030,One Size
HAIRW-HOM-NAVY,2.030,2.030,2.030,One Size
HAIRW-HOM-TERRA,2.030,2.030,2.030,One Size
HAIRW-HOM-WHITE,2.030,2.030,2.030,One Size
HAIRW-RET-CONG,2.030,2.030,2.030,One Size
HAIRW-RET-MONT,2.030,2.030,2.030,One Size
HAIRW-RET-SANT,2.030,2.030,2.030,One Size
HAIRW-RET-SAPO,2.030,2.030,2.030,One Size
HAIRW-RET-SINH,2.030,2.030,2.030,One Size
HAIRW-SUE-BBGWLK,1.710,1.710,1.710,One Size
HAIRW-SUE-BLUSHBY,1.710,1.710,1.710,One Size
HAIRW-SUE-CACTMNTN,1.710,1.710,1.710,One Size
HAIRW-SUE-CHKMATE,1.710,1.710,1.710,One Size
HAIRW-SUE-GPCH,1.710,1.710,1.710,One Size
HAIRW-SUE-HBRLINE,1.710,1.710,1.710,One Size
HAIRW-SUE-HOTTROP,1.710,1.710,1.710,One Size
HAIRW-SUE-IBZAGLW,1.710,1.710,1.710,One Size
HAIRW-SUE-JNGLBLM,1.710,1.710,1.710,One Size
HAIRW-SUE-MIAMI,1.710,1.710,1.710,One Size
HAIRW-SUE-MIDMONO,1.710,1.710,1.710,One Size
HAIRW-SUE-OCETRES,1.710,1.710,1.710,One Size
HAIRW-SUE-PALAG,1.710,1.710,1.710,One Size
HAIRW-SUE-PALMPCH,1.710,1.710,1.710,One Size
HAIRW-SUE-PNKPARA,1.710,1.710,1.710,One Size
HAIRW-SUE-PSTPIER,1.710,1.710,1.710,One Size
HAIRW-SUE-RAINFLOOR,1.710,1.710,1.710,One Size
HAIRW-SUE-SEAFOAM,1.710,1.710,1.710,One Size
HAIRW-SUE-SQZDAY,1.710,1.710,1.710,One Size
HAIRW-SUE-SUNDAZE,1.710,1.710,1.710,One Size
HAIRW-SUE-SUNSAF,1.710,1.710,1.710,One Size
HAIRW-SUE-SURFCHK,1.710,1.710,1.710,One Size
HAIRW-SUE-TUTFRU,1.710,1.710,1.710,One Size
HAIRW-SUE-WYWH,1.710,1.710,1.710,One Size
HAIRW-SUM-RAINB,1.710,1.710,1.710,One Size
HAIRW-SUM-RAINB-NB,1.710,1.710,1.710,One Size
HAIRW-SUM-UNICN,1.710,1.710,1.710,One Size
HAIRW-SUM-UNICN-NB,1.710,1.710,1.710,One Size
HAIRW-WAF-BOHMDRM,2.030,2.030,2.030,One Size
HAIRW-WAF-CHRYBMB,2.030,2.030,2.030,One Size
HAIRW-WAF-DRMCTCH,2.030,2.030,2.030,One Size
HAIRW-WAF-SEASOIR,2.030,2.030,2.030,One Size
HAIRW-WAF-SERENE,2.030,2.030,2.030,One Size
HAIRW-WAF-TIGPALM,2.030,2.030,2.030,One Size
HAIRW-WAF-WTRSPRZ,2.030,2.030,2.030,One Size
HAIRWRAP-CLA-LBEIGE,1.710,1.710,1.710,One Size
HAIRWRAP-CLA-LBLUE,1.710,1.710,1.710,One Size
HAIRWRAP-CLA-LGREEN,1.710,1.710,1.710,One Size (S21)
HAIRWRAP-CLA-LPINK,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-BLUE,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-GREEN,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-LIGHT-BLUE,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-LIGHT-GREEN,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-LIGHT-GREY,1.710,1.710,1.710,One Size (S21)
HAIRWRAP-STRIPE-LIGHT-PINK,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-LIT-BEIGE,1.710,1.710,1.710,One Size (S21)
HAIRWRAP-STRIPE-LIT-PURPLE,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-RED,1.710,1.710,1.710,One Size
HAIRWRAP-STRIPE-YELLOW,1.710,1.710,1.710,One Size
HANGER-5PAK,0.000,0.000,0.000,Hanger 5 Pack
HEADW-CBH-NAVY,1.550,1.550,1.550,One Size
HEADW-CLA-NAVY,1.550,1.550,1.550,One Size
HEADW-CLA-WHITE,1.550,1.550,1.550,One Size
HEADW-GEO-PINK,1.550,1.550,1.550,One Size
HOODT-ANI-HD-FROG,1.700,1.700,1.700,Hand (25x15cm)
HOODT-ANI-HD-GIRAF,1.700,1.700,1.700,Hand (25x15cm)
HOODT-ANI-HD-KOALA,1.700,1.700,1.700,Hand (25x15cm)
HOODT-ANI-HD-PIG,1.700,1.700,1.700,Hand (25x15cm)
HOODT-ANI-SM-FROG,4.950,4.950,4.950,Small (75x75cm)
HOODT-ANI-SM-GIRAF,4.950,4.950,4.950,Small (75x75cm)
HOODT-ANI-SM-KOALA,4.950,4.950,4.950,Small (75x75cm)
HOODT-ANI-SM-PIG,4.950,4.950,4.950,Small (75x75cm)
HOODT-CLA-SM-LTBLU,4.430,4.430,4.430,Small (75x75cm)
HOODT-CLA-SM-LTPNK,4.430,4.430,4.430,Small (75x75cm)
HOODT-CLA-SM-NAVY,4.430,4.430,4.430,Small (75x75cm)
HOODT-CLA-SM-WHITE,4.430,4.430,4.430,Small (75x75cm)
LANYARD-SUM-BLUSKY,2.630,2.630,2.630, (xcm)
LANYARD-SUM-MELLOW,2.630,2.630,2.630, (xcm)
LANYARD-SUM-PSTPIER,2.630,2.630,2.630, (xcm)
LANYARD-SUM-RSPROAD,2.630,2.630,2.630, (xcm)
MAKUP-CBH-3MIX,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-CLA-NAVY,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-CLA-NAVY-NB,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-GEO-3MIX,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-3PAK-FBA,4.000,4.000,4.000,3 pack (10.5x13.5cm)
MAKUP-HOM-3PAK-LTBLU,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-3PAK-LTGRN,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-3PAK-LTPNK,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-3PAK-NAVY,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-3PAK-TERRA,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-HOM-6PAK-FBA,6.000,6.000,6.000,6 pack (10.5x13.5cm)
MAKUP-HOM-9PAK-FBA,9.000,9.000,9.000,9 pack (10.5x13.5cm)
MAKUP-RET-MONT,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-STD-LTPNK,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-STD-LTPNK-NB,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-STD-NAVY,3.000,3.000,3.000,3 Pack (12x10cm)
MAKUP-STD-NAVY-NB,3.000,3.000,3.000,3 Pack (12x10cm)
MASK-CLA-LAR-BLACK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-BLUE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-GREEN,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-LTBEIGE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-LTBLUE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-LTGREEN,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-LTPINK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-ORANGE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-PINK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-PURPLE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-RED,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-LAR-WHITE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-BLACK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-BLUE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-GREEN,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-LTBEIGE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-LTBLUE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-LTGREEN,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-LTPINK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-ORANGE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-PINK,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-PURPLE,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-RED,0.000,0.000,0.000,Medium (10x10cm)
MASK-CLA-MED-WHITE,0.000,0.000,0.000,Medium (10x10cm)
MASK-ECO-LAR-BLUE,0.000,0.000,0.000,Medium (10x10cm)
MASK-ECO-LAR-GREEN,0.000,0.000,0.000,Medium (10x10cm)
MASK-ECO-LAR-GREY,0.000,0.000,0.000,Medium (10x10cm)
MASK-ECO-LAR-ORANGE,0.000,0.000,0.000,Medium (10x10cm)
MASK-ECO-LAR-RED,0.000,0.000,0.000,Medium (10x10cm)
PICNIC-BOT-LG-PALM,11.030,11.030,11.030,Large (170x170cm)
PICNIC-BOT-XL-PALM,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-CAB-LG-AMALG,11.030,11.030,11.030,Large (170x170cm)
PICNIC-CAB-LG-LTBGE,11.030,11.030,11.030,Large (170x170cm)
PICNIC-CAB-LG-LTBLU,11.030,11.030,11.030,Large (170x170cm)
PICNIC-CAB-LG-NAVY,11.030,11.030,11.030,Large (170x170cm)
PICNIC-CAB-LG-YELL,11.030,11.030,11.030,Large (170x170cm)
PICNIC-CAB-XL-AMALG,14.620,14.620,14.620,Large (170x170cm)
PICNIC-CAB-XL-LTBGE,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-CAB-XL-LTBLU,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-CAB-XL-NAVY,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-CAB-XL-YELL,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-LG-ALF,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-APPLTRT,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-BANARAM,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-BIGDILL,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-BRGTSIDE,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-CANDSTR,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-DKDIS,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-GRCSHR,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-MARGMAD,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-MTCHCRS,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-PKTSUN,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-SORBET,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-SPRCLUB,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-STRIPLIFE,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-SUNSUP,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-TERATROP,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-LG-XSAUCY,11.030,11.030,11.030,Large (170x170cm)
PICNIC-DES-XL-ALF,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-APPLTRT,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-BANARAM,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-BIGDILL,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-BRGTSIDE,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-CANDSTR,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-DKDIS,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-GRCSHR,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-MARGMAD,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-MTCHCRS,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-PKTSUN,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-SORBET,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-SPRCLUB,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-STRIPLIFE,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-SUNSUP,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-TERATROP,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-DES-XL-XSAUCY,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-GIN-LG-BLUE,11.030,11.030,11.030,Large (170x170cm)
PICNIC-GIN-LG-PINK,11.030,11.030,11.030,Large (170x170cm)
PICNIC-GIN-XL-BLUE,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-GIN-XL-PINK,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-SGW-LG-GETWAV,11.030,11.030,11.030,Large (170x170cm)
PICNIC-SGW-XL-GETWAV,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-SUM-LG-SANDSEA,11.030,11.030,11.030,Large (170x170cm)
PICNIC-SUM-LG-UNICN,11.030,11.030,11.030,Large (170x170cm)
PICNIC-SUM-XL-SANDSEA,14.620,14.620,14.620,Extra Large (240x170cm)
PICNIC-SUM-XL-UNICN,14.620,14.620,14.620,Extra Large (240x170cm)
PONCHA-CAB-LG-BLUE-NS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-CAB-LG-BLUE-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-GREEN-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-GREY-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-LTPNK,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-LTPNK-NS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-CAB-LG-NAVY,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-NAVY-NS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-CAB-LG-PALP,6.180,6.180,6.180,Large (105x85cm)
PONCHA-CAB-LG-PINK-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-RED-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-LG-YELL-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CAB-MD-BLUE-NS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-CAB-MD-BLUE-R,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-CAB-MD-GREEN-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CAB-MD-GREY-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CAB-MD-LTPNK,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-CAB-MD-LTPNK-NS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-CAB-MD-NAVY,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-CAB-MD-NAVY-NS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-CAB-MD-PALP,6.180,6.180,6.180,Medium (99x70cm)
PONCHA-CAB-MD-PINK-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CAB-MD-RED-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CAB-MD-YELL-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CAB-SM-BLUE-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-GREEN-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-GREY-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-LTPNK,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-NAVY,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-PINK-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-RED-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-SM-YELL-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CAB-XL-LTPNK,7.170,7.170,7.170,Extra Large (120x95cm)
PONCHA-CAB-XL-NAVY,7.170,7.170,7.170,Extra Large (120x95cm)
PONCHA-CLA-LG-BLACK,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CLA-LG-DKGRN,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CLA-LG-NAVY,6.180,6.180,6.180,Large (105x80cm)
PONCHA-CLA-LG-NAVY-NS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-CLA-MD-BLACK,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-CLA-MD-DKGRN,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-CLA-MD-NAVY,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-CLA-MD-NAVY-NS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-CLA-SM-BLACK,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CLA-SM-DKGRN,6.020,6.020,6.020,Small (85x65cm)
PONCHA-CLA-SM-NAVY,6.020,6.020,6.020,Small (85x65cm)
PONCHA-DES-LG-CHECKMT,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-DRFT,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-FRUTLPS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-GROOVCH,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-IBZAGLW,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-PALMBCH,6.180,6.180,6.180,Large (105x80cm)
PONCHA-DES-LG-PCHBCH,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-TERATROP,6.180,6.180,6.180,Large (105x80cm)
PONCHA-DES-LG-WAVYBBY,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-LG-WTRSUG,6.180,6.180,6.180,Large (105x85cm)
PONCHA-DES-MD-CHECKMT,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-DES-MD-DRFT,7.140,7.140,7.140,Medium (99x70cm)
PONCHA-DES-MD-FRUTLPS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-DES-MD-GROOVCH,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-DES-MD-IBZAGLW,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-DES-MD-PALMBCH,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-DES-MD-PCHBCH,7.140,7.140,7.140,Medium (99x70cm)
PONCHA-DES-MD-TERATROP,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-DES-MD-WAVYBBY,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-DES-MD-WTRSUG,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-FST-LG-BRT-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-FST-LG-GRN-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-FST-LG-GRY-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-FST-LG-NVY-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-FST-LG-PNK-R,6.180,6.180,6.180,Large (105x80cm)
PONCHA-FST-MD-BRT-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-FST-MD-GRN-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-FST-MD-GRY-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-FST-MD-NVY-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-FST-MD-PNK-R,6.180,6.180,6.180,Medium (90x70cm)
PONCHA-FST-SM-BRT-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-FST-SM-GRN-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-FST-SM-GRY-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-FST-SM-NVY-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-FST-SM-PNK-R,6.020,6.020,6.020,Small (85x65cm)
PONCHA-MAR-LG-BLUE,6.180,6.180,6.180,Large (105x80cm)
PONCHA-MAR-LG-PINK,6.180,6.180,6.180,Large (105x80cm)
PONCHA-MAR-MD-BLUE,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-MAR-MD-PINK,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-MAR-SM-BLUE,6.020,6.020,6.020,Small (85x65cm)
PONCHA-MAR-SM-PINK,6.020,6.020,6.020,Small (85x65cm)
PONCHA-SGW-LG-GETWAV,6.180,6.180,6.180,Large (105x80cm)
PONCHA-SGW-LG-RISSUN,6.180,6.180,6.180,Large (105x80cm)
PONCHA-SGW-MD-GETWAV,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-SGW-MD-RISSUN,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-SGW-SM-GETWAV,6.020,6.020,6.020,Small (85x65cm)
PONCHA-SGW-SM-RISSUN,6.020,6.020,6.020,Small (85x65cm)
PONCHA-SUM-LG-CSTCANDY,6.180,6.180,6.180,Large (105x85cm)
PONCHA-SUM-LG-LAZRIV,6.180,6.180,6.180,Large (105x85cm)
PONCHA-SUM-LG-PCHSUN,6.180,6.180,6.180,Large (105x80cm)
PONCHA-SUM-LG-UNICN,6.180,6.180,6.180,Large (105x80cm)
PONCHA-SUM-LG-UNICN-NS,6.180,6.180,6.180,Large (105x85cm)
PONCHA-SUM-MD-CSTCANDY,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-SUM-MD-LAZRIV,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-SUM-MD-PCHSUN,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-SUM-MD-UNICN,6.020,6.020,6.020,Medium (90x70cm)
PONCHA-SUM-MD-UNICN-NS,6.020,6.020,6.020,Medium (99x70cm)
PONCHA-SUM-SM-UNICN,6.020,6.020,6.020,Small (85x65cm)
PONCHA-SUM-XL-UNICN,7.140,7.140,7.140,Extra Large (120x95cm)
PONCHK-CAB-MD-BLUE-NS,4.240,4.240,4.240,Medium (Age 6 to 10) (75x55cm)
PONCHK-CAB-MD-BLUE-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-GREEN-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-GREY-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-LTPNK,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-LTPNK-NS,4.240,4.240,4.240,Medium (Age 6 to 10) (75x55cm)
PONCHK-CAB-MD-NAVY,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-NAVY-NS,4.240,4.240,4.240,Medium (Age 6 to 10) (75x55cm)
PONCHK-CAB-MD-PALP,4.240,4.240,4.240,Medium (Age 6 to 10) (75x55cm)
PONCHK-CAB-MD-PINK-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-RED-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-MD-YELL,4.240,4.240,4.240,
PONCHK-CAB-MD-YELL-R,4.240,4.240,4.240,Age 7 to 10
PONCHK-CAB-SM-BLUE-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-CAB-SM-BLUE-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-GREEN-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-GREY-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-LTPNK,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-LTPNK-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-CAB-SM-NAVY,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-NAVY-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-CAB-SM-PALP,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-CAB-SM-PINK-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-RED-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-SM-YELL,3.870,3.870,3.870,
PONCHK-CAB-SM-YELL-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-CAB-XS-BLUE-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-GREEN-R,3.870,3.870,3.870,Age 2 to 4
