SKU,Country Category,MonthsStock,FC-M1,FC-M2,FC-M3,FC-M4,FC-M5,FC-M6,FC-M7,FC-M8,FC-M9,FC-M10,FC-M11,FC-M12,P-M1,P-M2,P-M3,P-M4,P-M5,P-M6,P-M7,P-M8,P-M9,P-M10,P-M11,P-M12,G-M1,G-M2,G-M3,G-M4,G-M5,G-M6,G-M7,G-M8,G-M9,G-M10,G-M11,G-M12,FBA-M1,FBA-M2,FBA-M3,FBA-M4,FBA-M5,FBA-M6,FBA-M7,FBA-M8,FBA-M9,FBA-M10,FBA-M11,FBA-M12,B2B-M1,B2B-M2,B2B-M3,B2B-M4,B2B-M5,B2B-M6,B2B-M7,B2B-M8,B2B-M9,B2B-M10,B2B-M11,B2B-M12
SKU Header,Country Category,MonthsStock,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27
BAGBCH-MD-NAVY,UK ILGBag - Beach,12,120,100,50,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,72,66,60,174,192,186,180,174,166,165,159,153,10,25,0,0,0,0,0,0,0,0,0,0,15,4,13,6,6,6,6,8,1,6,6,6
BAGBCH-MD-OLIVE,UK ILGBag - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BAGBCH-MD-PSTPIER,UK ILGBag - Beach,12,100,100,0,0,0,0,0,0,7,23,17,28,,,,,,,,,,,,,425,415,405,395,425,415,405,395,385,368,333,312,25,25,0,10,10,10,10,10,10,10,4,15,13,13,13,0,0,0,0,0,0,2,0,0
BAGBCH-MD-RSPROAD,UK ILGBag - Beach,11,100,100,0,0,0,0,0,0,3,31,28,41,,,,,,,,,,,,,167,156,145,134,167,156,145,134,123,109,73,40,25,25,0,11,11,11,11,11,11,3,5,25,43,13,13,0,0,0,0,0,0,2,0,0
BAGCOOL-MD-APPLTRT,UK ILGBag - Cooling,12,78,78,0,0,0,0,0,0,0,9,33,61,,,,,,,,,,,,,347,341,341,341,341,341,341,341,341,341,328,291,6,6,6,6,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,4,4,8
BAGCOOL-MD-COLCLUB,UK ILGBag - Cooling,12,55,55,0,0,0,0,0,0,1,6,25,49,,,,,,,,,,,,,435,430,430,430,430,430,430,430,430,429,419,390,5,5,5,5,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,4,4,0
BAGCOOL-MD-NAVY,UK ILGBag - Cooling,6,120,121,59,13,6,22,18,6,2,16,47,87,,120,,120,,240,,300,,60,,100,114,74,49,8,-49,-89,-105,-109,-109,-104,-232,-132,4,4,16,12,4,4,24,2,6,4,9,4,4,15,80,15,15,15,15,32,8,38,10,24
BAGDRY-MD-IBZAGLW,UK ILGBag - Dry,5,70,70,28,14,40,180,80,40,4,20,0,0,,,,,,,,,,,,,304,242,31,-71,304,242,31,0,0,0,0,0,24,24,6,3,6,15,6,8,8,15,2,4,4,5,5,30,16,16,16,16,5,4,33,2
BAGDRY-MD-MIAMI,UK ILGBag - Dry,0,70,70,28,14,40,180,80,40,7,111,0,0,,,,,,,,,,,,,-456,-344,-321,253,601,545,349,253,197,181,27,17,24,24,6,11,0,0,0,0,0,0,0,0,74,125,5,5,16,16,16,16,9,43,10,47
BAGDRY-MD-NAVY,UK ILGBag - Dry,2,40,40,20,21,9,73,35,0,0,0,0,0,,,,,,,,,,,,,-70,-92,-211,-265,-235,-227,-165,-13,86,72,15,0,16,16,32,12,9,32,28,4,4,19,23,5,9,27,48,14,4,14,14,13,10,38,5,37
BAGDRY-MD-WAVYBBY,UK ILGBag - Dry,5,70,70,28,14,40,125,0,0,0,0,0,0,,,,,,,,,,,,,108,46,-110,-132,108,46,0,0,0,0,0,0,24,24,6,6,6,15,6,8,8,1,3,14,14,5,5,5,16,16,16,16,4,14,12,9
BAGDRY-XS-HOTTROP,UK ILGBag - Dry,3,200,200,150,69,252,1134,504,240,0,0,0,0,,,,,,,,,,,,,-112,-545,"-1,901","-1,086","1,618","1,185",0,0,0,0,0,0,133,133,29,67,67,108,67,67,4,42,62,159,20,30,30,90,114,114,114,114,16,26,20,48
BAGDRY-XS-MIAMI,UK ILGBag - Dry,0,350,350,200,98,360,1000,720,360,93,342,201,379,,,,,,,,,,,,,"-1,409","-1,508","-2,226","1,377","1,021",913,499,13,"1,021",913,499,13,167,167,36,12,45,135,45,111,0,0,0,0,273,35,35,35,135,135,135,135,15,72,285,97
BAGDRY-XS-NAVY,UK ILGBag - Dry,1,450,450,180,150,150,1000,400,167,172,162,135,337,,,,,,,,,,,,,-735,"-1,033","-2,125",-345,383,-8,-384,-278,783,392,16,0,250,250,110,132,132,132,132,17,188,138,145,0,353,33,59,16,16,48,104,38,31,76,14,238
BAGDRY-XS-WAVYBBY,UK ILGBag - Dry,4,250,250,150,98,360,1620,720,360,68,172,156,187,,,,,,,,,,,,,377,-168,"-2,058",237,"3,807","3,262","1,372",467,0,0,0,0,167,167,36,50,50,135,50,63,7,25,59,109,223,35,35,35,135,135,135,135,16,44,285,107
BAGDRY-XS-WYWH,UK ILGBag - Dry,5,200,200,150,98,360,1620,720,360,30,124,23,0,,,,,,,,,,,,,993,453,"-1,437",-637,"2,743","2,203",313,0,0,0,0,0,167,167,36,40,45,135,45,63,1,17,45,96,23,35,35,95,135,135,135,135,20,24,4,28
BAGF-CAB-MD-LTPNK,UK ILGBag - Foldable,3,400,400,155,95,89,224,167,100,100,43,42,106,,,,,,,,,,,,,-14,"1,652","1,835","1,671","1,544","1,361","1,223","1,052","1,544","1,361","1,223","1,052",100,100,100,32,35,27,60,21,23,35,31,51,60,150,60,43,10,60,60,6,60,60,98,60
BAGF-CAB-MD-NAVY,UK ILGBag - Foldable,5,600,600,831,224,100,376,265,76,88,82,90,148,,,,,,500,600,1000,100,1200,,1200,434,157,"2,871","2,321","2,036","1,729","1,423",978,393,-493,"-1,075","-1,573",250,250,250,233,167,156,198,197,165,216,286,411,36,232,17,16,10,4,87,12,54,8,69,26
BAGF-DES-MD-BANARAM,UK ILGBag - Foldable,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BAGF-DES-MD-CHECKMT,UK ILGBag - Foldable,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BAGF-DES-MD-GROOVCH,UK ILGBag - Foldable,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BAGF-DES-MD-IBZAGLW,UK ILGBag - Foldable,5,234,195,155,0,0,0,0,0,0,32,55,84,,,,,,,,,,,,,86,151,279,279,289,281,279,279,266,238,193,128,64,80,76,27,27,27,27,27,27,7,22,53,167,57,57,2,8,2,0,13,28,13,10,6
BAGF-DES-MD-SPRCLUB,UK ILGBag - Foldable,12,234,195,155,0,0,0,0,0,0,13,46,72,,,,,,,,,,,,,999,976,"2,480","2,480","2,490","2,482","2,480","2,480","2,467","2,439","2,426","2,312",64,80,76,15,15,15,15,15,15,2,11,32,57,57,57,2,8,2,0,13,28,0,68,0
BAGF-DES-MD-STRIPLIFE,UK ILGBag - Foldable,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BAGF-DES-MD-WAVYBBY,UK ILGBag - Foldable,2,334,278,222,0,0,0,0,0,0,78,94,146,,,,,,,,,,,,,-110,732,"2,322","2,322","2,334","2,325","2,322","2,322","2,306","2,273","2,146","2,022",80,101,95,49,49,49,49,49,49,12,46,89,68,68,68,103,9,3,0,16,33,49,30,6
BAGF-DES-MD-WTRSUG,UK ILGBag - Foldable,7,234,195,155,0,0,0,0,0,0,22,33,43,,,,,,,,,,,,,198,"1,567","1,987","1,987","1,997","1,989","1,987","1,987","1,974","1,946","1,902","1,865",64,80,76,23,23,23,23,23,23,6,22,40,57,57,57,102,8,2,0,13,28,22,4,6
BAGF-DES-MD-WYWH,UK ILGBag - Foldable,12,334,278,222,0,0,0,0,0,0,48,41,67,,,,,,,,,,,,,565,526,"2,278","2,278","2,290","2,281","2,278","2,278","2,262","2,229","2,181","2,140",80,101,95,30,30,30,30,30,30,8,34,49,68,68,68,78,9,3,0,16,33,0,0,6
BAGF-SUM-MD-COLAGN,UK ILGBag - Foldable,8,334,278,222,0,0,0,0,0,0,57,54,103,,,,,,300,100,500,,100,,,198,589,681,681,665,632,437,329,113,-289,-335,-525,80,101,95,0,0,0,0,2,0,6,44,129,68,68,68,3,9,3,0,16,33,138,54,113
BAGF-SUM-MD-CSTCANDY,UK ILGBag - Foldable,12,789,278,222,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"2,856","3,340","3,536","3,536","3,506","3,449","3,407","3,407","3,166","2,080","1,566",996,250,250,200,0,0,0,0,2,0,0,0,0,297,184,148,18,16,4,0,30,57,42,0,241
BAGF-SUM-MD-MIAMI,UK ILGBag - Foldable,1,800,800,222,0,0,0,0,0,0,108,136,207,,,,,,1400,,1700,,,,,"-1,798","-1,807",185,685,669,663,473,279,49,"-1,339","-1,367","-1,657",80,101,95,0,0,0,0,2,0,3,131,181,588,628,68,3,9,3,0,16,6,82,58,23
BAGF-SUM-MD-UNICN,UK ILGBag - Foldable,12,441,678,445,126,70,327,159,53,82,50,47,82,,,,,,,700,,900,,500,,"2,000","1,891","1,855","1,651","1,592","1,452","1,336","1,108",883,193,-692,-672,150,150,150,51,35,33,51,41,32,78,91,142,99,57,85,6,4,45,45,6,58,45,90,1
BAGTOI-MD-BOHMDRM,UK ILGBag - Toiletry,0,0,0,0,150,72,224,114,84,48,12,8,14,,,,,,,,,,,,,0,0,8,"1,431","1,347","1,305","1,270","1,188","1,188","1,165","1,106",930,0,0,0,26,14,27,21,12,14,8,5,9,0,0,0,100,44,22,22,22,12,50,20,59
BAGTOI-MD-CACTMNTN,UK ILGBag - Toiletry,0,0,0,0,100,100,300,200,100,24,6,4,7,,360,,,,,120,,,,680,,0,0,0,-800,-724,-630,-334,26,26,19,19,-81,,,,,,,,,,,,,,,,,,,,,,,,
BAGTOI-MD-CHRYBMB,UK ILGBag - Toiletry,0,150,150,150,72,251,699,353,84,52,35,5,38,,,,,,120,160,160,400,600,320,,-686,"-1,045","-1,710",923,813,704,646,610,356,67,-117,-273,26,26,26,26,36,100,100,4,8,16,11,18,113,8,100,100,100,50,50,22,49,7,20,198
BAGTOI-MD-NAVY,UK ILGBag - Toiletry,5,33,75,75,18,29,98,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,17,9,18,14,8,9,5,3,6,,,,,,,,,,,,
BAGTOI-MD-PEPPNCH,UK ILGBag - Toiletry,4,150,150,150,20,50,242,124,76,32,13,25,14,,,40,80,200,80,400,,400,,560,,73,-107,-438,335,187,81,9,-28,-83,-277,-261,-457,26,26,26,26,30,39,33,24,24,9,6,13,98,8,100,100,100,50,50,48,50,50,6,68
BAGTOI-MD-PINK,UK ILGBag - Toiletry,5,88,55,75,75,1,65,85,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,17,9,18,14,8,9,5,3,6,,,,,,,,,,,,
BAGTOI-MD-SEASOIR,UK ILGBag - Toiletry,0,0,0,0,105,50,157,80,59,34,8,6,10,,,,,,,,,,,,,0,0,8,"1,826","1,762","1,729","1,700","1,623","1,623","1,606","1,556","1,431",0,0,0,20,11,22,17,10,11,6,4,7,0,0,0,85,37,19,19,19,10,50,17,50
BALLAST-CAB-NAVY,UK ILGBeach Pillow,12,300,240,7,24,21,52,18,32,42,94,108,313,,,,,,,,,,,,,"1,368","1,105","1,326","1,283","1,668","1,405","1,326","1,283","1,231","1,172","1,024",889,88,88,57,20,6,15,13,8,8,28,21,39,115,15,15,24,236,12,12,12,9,26,6,21
BALLAST-DES-GRECSH,UK ILGBeach Pillow,4,480,480,14,48,42,104,36,64,3,55,53,185,,,,,,,,,,,,,364,6,"1,379","1,323","1,864","1,506","1,379","1,323","1,247","1,216","1,084",987,132,132,86,30,9,23,20,12,12,42,32,59,13,13,13,111,307,0,0,0,16,35,12,34
BALLAST-SUM-CSTCANDY,UK ILGBeach Pillow,2,480,480,14,48,42,104,36,64,24,66,111,280,,,,240,480,420,180,420,120,420,,240,-61,-419,594,538,462,418,298,143,-208,-703,-848,-541,132,132,86,30,9,23,20,12,12,42,32,59,123,13,13,111,307,0,0,0,8,12,12,12
BALLAST-SUM-MIAMI,UK ILGBeach Pillow,12,208,752,31,117,42,104,36,32,27,67,52,161,,,,,,,,,,,,,"2,708","2,652","3,066","3,011","3,248","3,192","3,066","3,011","2,968","2,922","2,794","2,708",88,88,57,24,8,22,19,11,11,38,28,53,51,35,24,24,6,0,0,0,8,23,6,21
COOL-CAB-LTGRY-R,UK ILGCooling,0,160,160,100,20,20,60,20,10,10,9,22,41,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,3,20,10,0,0,0,0,0,0,,,,,,,,,,,,
COOL-CAB-LTPCH-R,UK ILGCooling,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
COOL-CAB-LTPNK-R,UK ILGCooling,0,100,100,80,20,20,60,20,0,0,0,0,0,,,,,,,,,,,,,-355,-250,-189,44,-26,-71,22,8,29,22,15,8,14,8,18,2,13,18,43,38,0,0,0,0,22,8,7,7,22,16,7,7,7,7,7,2
COOL-CAB-NAVY-R,UK ILGCooling,0,160,160,100,20,20,60,20,10,10,18,49,69,,,,,,,,,,,,,-649,-450,-57,"1,255","1,222","1,199","1,255","1,222","1,199","1,176","1,128","1,073",60,60,60,4,15,15,0,0,0,0,0,0,20,20,13,13,13,13,13,13,13,30,6,2
COOL-DES-MIDNMOV,UK ILGCooling,0,160,160,50,0,0,0,0,0,0,25,41,96,,,,,,,,,,,,,-505,-278,-41,738,759,738,738,738,738,738,683,642,45,45,18,0,0,21,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,30,0,6
COOL-DES-SUNSRUN,UK ILGCooling,0,160,160,50,0,0,1,0,0,0,29,41,110,,,,,,,,,,,,,-513,-278,50,507,530,507,507,507,507,507,448,407,45,45,18,0,0,22,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,30,0,0
DOGTWL-CAB-LG-CORAL,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-CAB-LG-RAINB,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-CAB-MD-CORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-CAB-MD-RAINB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-DES-LG-CHKMTT,UK ILGTowel - Dog,0,3,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-28,-18,-7,-7,0,0,0,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-DNBCLUB,UK ILGTowel - Dog,12,4,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,186,186,182,186,186,182,169,168,168,115,91,54,5,8,0,0,0,0,0,0,0,0,0,0,17,29,0,0,4,13,1,0,53,24,37,13
DOGTWL-DES-LG-DOGDIN,UK ILGTowel - Dog,7,4,10,0,0,5,30,39,33,17,10,6,12,,,,,,,,,,,,,190,190,185,137,190,185,137,78,25,0,0,0,5,8,0,10,10,10,28,14,6,5,1,3,17,5,0,0,0,18,0,6,45,18,6,12
DOGTWL-DES-LG-GOLONG,UK ILGTowel - Dog,8,3,7,0,0,8,15,23,24,11,8,9,13,,,,,,,,,,,,,137,132,105,80,132,105,80,44,16,0,0,0,4,6,0,5,5,10,13,4,2,3,2,3,14,4,0,0,14,0,0,0,21,18,6,12
DOGTWL-DES-LG-PNKPAWS,UK ILGTowel - Dog,0,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-32,-19,-5,-5,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-UNDWLK,UK ILGTowel - Dog,12,2,5,0,0,1,8,10,3,6,2,6,8,,,,,,,,,,,,,155,154,150,141,154,150,141,127,114,88,85,69,3,5,0,3,3,1,4,4,3,1,4,2,13,4,0,0,0,0,0,6,17,0,6,12
DOGTWL-DES-MD-CHKMTT,UK ILGTowel - Dog,0,3,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-38,-25,-8,-8,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-MD-DNBCLUB,UK ILGTowel - Dog,8,4,10,0,0,5,18,24,19,19,7,5,8,,,,,,,,,,,,,139,134,124,97,134,124,97,53,25,0,0,0,5,8,0,6,1,7,14,9,9,2,3,3,17,5,0,0,4,2,6,0,24,6,0,12
DOGTWL-DES-MD-DOGDIN,UK ILGTowel - Dog,6,4,10,0,0,4,22,30,13,19,5,5,12,,,,,,,,,,,,,96,92,81,44,92,81,44,0,0,0,0,0,5,8,0,6,1,9,13,11,3,3,6,2,17,5,0,0,6,6,12,6,29,18,6,18
DOGTWL-DES-MD-FACES,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-DES-MD-GOLONG,UK ILGTowel - Dog,0,3,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-36,-22,-5,-5,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-MD-PNKPAWS,UK ILGTowel - Dog,0,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-32,-14,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-MD-UNDWLK,UK ILGTowel - Dog,4,2,5,0,0,3,5,7,16,4,0,0,0,,,,,,,,,,,,,18,18,15,9,18,15,9,0,0,0,0,0,3,5,0,4,4,5,3,6,4,1,4,4,13,4,0,0,0,0,0,6,11,0,0,6
DOGTWL-LG-K9CAMO,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,
DOGTWL-LG-PAWPPL,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-LG-PUPLAID,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-LG-RHUBARK,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-LG-SUNSPL,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-LG-WALK,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-LG-WHERWOOF,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-BARKBLU,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-K9CAMO,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-PAWPPL,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-PUPLAID,UK ILGTowel - Dog,12,17,22,17,20,16,33,336,170,29,31,28,30,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,7,2,2,1,27,11,4,6,,,,,,,,,,,,
DOGTWL-MD-RHUBARK,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-SUNSPL,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-WALK,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-WHERWOOF,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DOGTWL-MD-WOOFWILD,UK ILGTowel - Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
EYEMASK-DES-BOHMDRM,UK ILGEye Mask,3,0,0,0,42,76,150,150,38,38,6,2,12,,,,,,,,,,,,,16,16,136,403,342,332,326,300,300,288,49,300,,,,,,,,,,,,,0,0,0,44,13,23,4,4,1,17,8,239
EYEMASK-DES-CHKOUT,UK ILGEye Mask,12,10,0,0,1,12,25,19,8,9,10,12,31,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,23,6,4,1,6,8,12
EYEMASK-DES-CHRYBMB,UK ILGEye Mask,1,10,10,10,42,76,150,150,38,38,6,2,12,,,,,,,60,,,120,,240,-15,-99,-183,429,273,231,192,146,146,57,-28,22,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,42,13,23,6,4,1,30,8,77
EYEMASK-DES-FLIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
EYEMASK-DES-NOTTDY,UK ILGEye Mask,8,7,0,0,8,1,40,10,4,2,4,4,12,,,,,,,,,,,,,129,82,129,266,322,315,266,253,243,240,224,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,9,3,6,1,12,7,156
EYEMASK-DES-OOO,UK ILGEye Mask,6,7,0,0,29,53,105,105,27,8,0,0,0,,,,,,,,,,,,,327,262,327,77,262,197,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,15,3,6,1,12,6,6
EYEMASK-DES-SEASOIR,UK ILGEye Mask,3,0,0,0,29,53,105,105,27,27,4,1,8,,,,,,,,,,,,,16,16,136,309,262,255,251,229,229,221,19,229,,,,,,,,,,,,,0,0,0,37,11,20,3,3,1,14,7,202
GIFT-BOX-BEAUTY-BOHMDRM,UK ILGGift Box,0,0,0,0,300,142,1000,500,100,100,26,12,50,,,,,,,,,,,,,0,"-1,746","-2,654","-2,838",18,-60,-13,-37,3,-47,-30,83,0,0,0,40,40,200,100,9,9,14,14,0,0,24,0,600,75,75,38,7,4,12,8,63
GIFT-BOX-BEAUTY-CHRYBMB,UK ILGGift Box,0,50,80,50,50,200,1000,800,100,100,41,42,50,,,,,,,,,40,360,,1760,-576,-900,-208,"2,301","1,363","1,247","1,137",990,990,877,487,67,40,40,40,40,40,200,100,9,9,14,14,0,300,300,0,300,105,171,38,7,1,6,30,63
GIFT-BOX-BEAUTY-SEASOIR,UK ILGGift Box,0,0,0,0,210,99,700,500,95,95,18,8,35,,,,,,,,,,,,,0,0,280,"-2,386",37,-30,-16,-40,0,-35,-58,80,0,0,0,40,40,200,100,7,7,11,11,0,0,0,0,600,75,75,38,7,4,12,8,63
GIFT-BOX-BEAUTY-TIGPALM,UK ILGGift Box,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
GIFT-BOX-BEAUTY-WTRSPRZ,UK ILGGift Box,0,0,0,0,300,142,700,500,136,136,26,12,50,,,,,,,,,,,,,0,"-1,434","-2,352","-2,572",8,-70,-23,-47,33,-17,-40,73,0,0,0,101,54,107,107,9,9,14,14,0,0,30,0,606,75,75,38,7,4,12,8,63
GIFT-BOX-HAIR-FRUU,UK ILGGift Box,1,300,191,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,75,75,12,7,4,12,6,0
GIFT-BOX-HOME-CACTMNTN,UK ILGGift Box Home,0,0,0,0,30,120,300,250,0,0,0,0,0,,300,,,,,,,,,,750,0,0,8,-732,-222,-297,3,3,3,3,3,3,,,,,,,,,,,,,0,0,0,10,30,90,75,0,0,0,0,0
GIFTWRAP-BOX,UK ILGGift Wrap,12,61,36,52,0,1,0,45,13,14,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
