sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
TEATWL-MD-MTCHCRSH - FBA,TEATWL-MD-MTCHCRSH,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,0,0,0,0
TEATWL-MD-PATCHP - B2B,TEATWL-MD-PATCHP,B2B,0,0,0,0,0,0,0,1,9,9,30,0,7,3,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,39.57,124.8,0,28.26,18.5,33.76,21.89,0,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-PATCHP - DTC,TEATWL-MD-PATCHP,DTC,0,0,0,0,0,0,0,1,359,248,244,1,327,282,284,5,0,0,96,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.96,2198.68,1998.74,11.67,3155.51,2868.53,2993.32,51.12,0,0,996.8,15,0,15.83,36.62,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-PATCHP - FBA,TEATWL-MD-PATCHP,FBA,0,0,0,0,0,0,0,0,2,4,2,0,12,8,38,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,46.79,20.82,0,120.73,78.77,353.74,300.76,31.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-PEAPOD - B2B,TEATWL-MD-PEAPOD,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.64,76.8,0,0,0,0,0,0,0,0
TEATWL-MD-PEAPOD - DTC,TEATWL-MD-PEAPOD,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,71,119,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.46,713.95,755.93,1318.01,677.67,0,0,0,0,0
TEATWL-MD-PEAPOD - FBA,TEATWL-MD-PEAPOD,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,11,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.84,289.77,118.72,218.9,38.93,0,0,0,0,0
TEATWL-MD-PNKGRAP - B2B,TEATWL-MD-PNKGRAP,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,6,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.15,11.66,30.08,34.98,50,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0
TEATWL-MD-PNKGRAP - DTC,TEATWL-MD-PNKGRAP,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,85,153,203,194,74,191,165,178,82,91,63,64,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.99,878,1637.52,2024.32,1840.84,691.03,1707.55,1435.88,1647.01,825.72,901.62,657.81,651.34,704.1,471.05,0,0,0,0,0
TEATWL-MD-PNKGRAP - FBA,TEATWL-MD-PNKGRAP,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,17,12,53,44,59,40,29,18,29,30,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,189.94,179.89,126.54,465.75,384.06,555.99,362.56,289.71,174.6,264.51,270.62,414.62,42.29,0,0,0,0,0
TEATWL-MD-PNKLEM - B2B,TEATWL-MD-PNKLEM,B2B,0,0,0,0,0,0,0,1,8,0,0,0,1,3,8,125,4,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28,0,0,0,-0.24,16.32,33.76,625,22.39,0,64.98,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-PNKLEM - DTC,TEATWL-MD-PNKLEM,DTC,0,0,0,0,0,0,0,0,277,120,0,0,256,196,201,49,9,0,103,24,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904.23,1034.32,0,0,2441,1893.05,2114.08,428.36,85.89,0,1044.61,229.19,0,14.35,58.41,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-PNKLEM - FBA,TEATWL-MD-PNKLEM,FBA,0,0,0,0,0,0,0,0,3,3,0,0,8,29,44,12,19,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.23,30.53,0,0,88.82,254.19,352.54,128.13,204.54,37.3,69.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-RGRTTI - B2B,TEATWL-MD-RGRTTI,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.14,39.3,0,0,0,0,0,0,0,0
TEATWL-MD-RGRTTI - DTC,TEATWL-MD-RGRTTI,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,86,89,93,127,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.74,860.04,927.72,960.63,1311.37,582.6,0,0,0,0,0
TEATWL-MD-RGRTTI - FBA,TEATWL-MD-RGRTTI,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.27,210.85,192.36,252.39,195.97,0,0,0,0,0,0
TEATWL-MD-ROOTING - B2B,TEATWL-MD-ROOTING,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-SAUCY - B2B,TEATWL-MD-SAUCY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,1,12,21,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.27,89.9,5.83,69.96,112.47,34.98,0,0,35.31,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-SAUCY - DTC,TEATWL-MD-SAUCY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,136,193,308,298,119,264,319,277,89,54,16,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.12,1331.13,1944.97,2939.01,2770.36,1093.16,2465.16,2906.33,2431.97,861.95,497.57,160.93,488.56,617.93,0,0,0,0,0,0
TEATWL-MD-SAUCY - FBA,TEATWL-MD-SAUCY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,20,36,45,64,77,54,31,35,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.76,93.17,199.8,322.14,382.89,590.2,716.98,545.21,305.16,323.66,188.77,461.51,0,0,0,0,0,0
TEATWL-MD-SHRIMP - B2B,TEATWL-MD-SHRIMP,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,18,6,0,14,6,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.09,107.46,114.93,39.35,0,77.59,37.5,76.47,0,39.07,0,0,0,0,0,0
TEATWL-MD-SHRIMP - DTC,TEATWL-MD-SHRIMP,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,144,348,256,350,107,78,61,99,87,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702.9,1443.85,3582.28,2556.48,3516.32,1158.86,809.97,694.99,1058.77,1033.59,721.35,0,0,0,0,0
TEATWL-MD-SHRIMP - FBA,TEATWL-MD-SHRIMP,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,39,58,42,56,28,42,32,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.77,279.75,412.18,699.15,462.5,649.74,312.41,458.39,382.35,284.67,41.09,0,0,0,0,0
TEATWL-MD-SOUSCHEF - DTC,TEATWL-MD-SOUSCHEF,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,42,38,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.84,444.48,456.7,399.45,611.72,281.2,0,0,0,0,0
TEATWL-MD-SOUSCHEF - FBA,TEATWL-MD-SOUSCHEF,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,64.99,29.67,114.29,0,0,0,0,0,0
TEATWL-MD-SPILTEA - B2B,TEATWL-MD-SPILTEA,B2B,0,0,0,0,0,0,0,1,6,1,15,0,17,9,9,132,17,20,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.96,4.16,62.4,0,79.53,49.69,42.23,767.65,99.93,116.6,30,69.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-SPILTEA - DTC,TEATWL-MD-SPILTEA,DTC,0,0,0,0,0,0,0,0,229,135,15,0,135,190,188,92,55,0,64,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,1220.48,152,0,1337.93,1759.63,1917.2,886.11,561.89,0,626.44,184.74,0,63.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-SPILTEA - FBA,TEATWL-MD-SPILTEA,FBA,0,0,0,0,0,0,0,0,1,7,0,0,5,16,36,15,8,10,11,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41,81.3,0,0,50.31,143.57,291.07,142.23,82.62,102.57,121.15,230.01,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-SQCLEAN - B2B,TEATWL-MD-SQCLEAN,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64,0,0,0,0,0,0,0,0,0
TEATWL-MD-SQCLEAN - DTC,TEATWL-MD-SQCLEAN,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,74,79,105,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.26,736.89,775.63,1057.11,512.68,0,0,0,0,0
TEATWL-MD-SQCLEAN - FBA,TEATWL-MD-SQCLEAN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,11,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,217.02,111.91,224.7,12.49,0,0,0,0,0
TEATWL-MD-STRAWFZ - B2B,TEATWL-MD-STRAWFZ,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.98,0,0,0,0,-0.53,37.5,0,0,0,75,0,0,0,0,0
TEATWL-MD-STRAWFZ - DTC,TEATWL-MD-STRAWFZ,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,92,107,76,118,62,48,50,36,54,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276.93,970.97,1439.16,1154.07,1850.12,965.37,702.83,852.02,560.24,883.86,674.67,0,0,0,0,0
TEATWL-MD-STRAWFZ - FBA,TEATWL-MD-STRAWFZ,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,22,20,14,17,20,9,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,102.11,292.38,258.12,243.89,176.69,197.02,251.13,164.66,279.67,37.47,0,0,0,0,0
TEATWL-MD-STRWPOP - B2B,TEATWL-MD-STRWPOP,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-STRWPOP - FBA,TEATWL-MD-STRWPOP,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53,0,0,0,0,0
TEATWL-MD-TRPPNCH - B2B,TEATWL-MD-TRPPNCH,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.12,37.5,39.3,0,0,37.5,0,0,0,0,0
TEATWL-MD-TRPPNCH - DTC,TEATWL-MD-TRPPNCH,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,64,58,67,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.87,313.33,611.73,552.02,629.9,528.29,0,0,0,0,0
TEATWL-MD-TRPPNCH - FBA,TEATWL-MD-TRPPNCH,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,62.45,19.41,66.27,73.8,0,0,0,0,0,0
TEATWL-MD-VRYPEEL - B2B,TEATWL-MD-VRYPEEL,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,36,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.98,24.25,34.98,184.98,0,0,0,0,37.5,0,97.5,0,0,0,0,0,0,0,0
TEATWL-MD-VRYPEEL - DTC,TEATWL-MD-VRYPEEL,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,112,158,246,257,84,159,165,184,56,71,36,44,57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.19,1083.78,1574.94,2312.96,2436.3,800.3,1468.35,1510.28,1610.87,533.71,672.62,350.59,420.15,548.99,422.51,0,0,0,0,0
TEATWL-MD-VRYPEEL - FBA,TEATWL-MD-VRYPEEL,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,13,33,37,30,35,18,14,20,17,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.68,227.23,129.87,282.6,319.06,273.08,317.66,180.78,131.36,177.74,143.11,279.01,19.48,0,0,0,0,0
TEATWL-MD-WASHDRY - B2B,TEATWL-MD-WASHDRY,B2B,0,0,0,0,0,0,0,1,6,9,30,0,6,8,17,125,13,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.96,39.81,124.8,0,26.41,49.05,86.24,728.75,76.33,135.07,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-WASHDRY - DTC,TEATWL-MD-WASHDRY,DTC,0,0,0,0,0,0,0,0,297,214,322,10,194,207,202,16,50,16,43,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.04,1920.8,2735.05,89.4,1997.63,2131.22,2093,161.54,537.71,162.08,419.03,0,0,52.11,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-WASHDRY - FBA,TEATWL-MD-WASHDRY,FBA,0,0,0,0,0,0,0,0,4,4,13,0,12,20,54,15,15,17,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65,43.02,139.88,0,124.36,181.71,451.67,145.71,159,176.02,234.9,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-WINEDINE - B2B,TEATWL-MD-WINEDINE,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64,112.5,0,0,0,0,0,0,0,0,0
TEATWL-MD-WINEDINE - DTC,TEATWL-MD-WINEDINE,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,73,68,70,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.49,725.8,678.68,673.46,409.9,0,0,0,0,0
TEATWL-MD-WINEDINE - FBA,TEATWL-MD-WINEDINE,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.57,56.26,42.53,73.17,24.36,0,0,0,0,0
TEATWL-MD-XTRSAUC - B2B,TEATWL-MD-XTRSAUC,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-XTRSAUC - FBA,TEATWL-MD-XTRSAUC,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,13.12,0,0,0,0,0
TEATWL-MD-ZEST - B2B,TEATWL-MD-ZEST,B2B,5,2,0,5,14,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.83,12.78,0,23.32,79.87,17.5,4.56,0,0,26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-ZEST - DTC,TEATWL-MD-ZEST,DTC,47,0,6,38,51,62,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.58,0,36,49.23,126.91,369.67,437.09,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-ZEST - FBA,TEATWL-MD-ZEST,FBA,0,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,27.48,53.63,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-LG-LEOPD - B2B,TOWLB-ANI-LG-LEOPD,B2B,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-LG-LEOPD - DTC,TOWLB-ANI-LG-LEOPD,DTC,341,191,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5251.06,2792.02,79.6,0,22,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-LG-SNAKE - DTC,TOWLB-ANI-LG-SNAKE,DTC,147,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209.44,40.87,98.87,0,53.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-LG-TIGER - B2B,TOWLB-ANI-LG-TIGER,B2B,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-LG-TIGER - DTC,TOWLB-ANI-LG-TIGER,DTC,83,170,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264.43,2588.52,241.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-XL-LEOPD - DTC,TOWLB-ANI-XL-LEOPD,DTC,364,43,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344.09,680.3,24.67,0,84.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-XL-SNAKE - DTC,TOWLB-ANI-XL-SNAKE,DTC,209,156,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549.68,2521.37,88.67,0,91.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-ANI-XL-TIGER - DTC,TOWLB-ANI-XL-TIGER,DTC,142,71,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345.06,1121.99,85.47,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-BOT-LG-BANA - B2B,TOWLB-BOT-LG-BANA,B2B,0,320,440,0,0,0,0,350,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065.6,4215.2,0,0,0,0,3297,3391.2,0,0,0,0,4160.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-BOT-LG-BANA - DTC,TOWLB-BOT-LG-BANA,DTC,31,152,93,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.3,2904.36,1801.03,44.83,807.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-BOT-LG-HIBI - DTC,TOWLB-BOT-LG-HIBI,DTC,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-BOT-LG-PARA - B2B,TOWLB-BOT-LG-PARA,B2B,0,300,510,0,0,0,0,350,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874,4885.8,0,0,0,0,3297,3391.2,0,0,0,0,6294.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-BOT-LG-PARA - DTC,TOWLB-BOT-LG-PARA,DTC,0,50,269,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.18,5205,1379.6,54.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-CAB-LG-10SET-BDAY - B2B,TOWLB-CAB-LG-10SET-BDAY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.05,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0
