sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
TEATWL-MD-5SET-ONTHEM - DTC,TEATWL-MD-5SET-ONTHEM,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.36,-9.36,-4.68,0,0,0,0,0,0
TEATWL-MD-5SET-ONTHEM - FBA,TEATWL-MD-5SET-ONTHEM,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0
TEATWL-MD-5SET-PICKY - DTC,TEATWL-MD-5SET-PICKY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.65,46.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-5SETA - DTC,TEATWL-MD-5SETA,DTC,0,0,0,0,0,0,0,0,155,0,0,0,51,79,81,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.08,0,0,0,-66.3,256.67,83.98,0,0,0,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-6SET-AFTPTY - DTC,TEATWL-MD-6SET-AFTPTY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.22,20.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-6SET-FRTCTL - DTC,TEATWL-MD-6SET-FRTCTL,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.11,135.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-6SET-GRAZSET - DTC,TEATWL-MD-6SET-GRAZSET,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.03,-15.09,0,0,0,0,0,0
TEATWL-MD-6SET-SPGHTNI - DTC,TEATWL-MD-6SET-SPGHTNI,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.25,-10.06,-15.09,50.25,-5.03,0,0,0,0,0
TEATWL-MD-APPLTRT - B2B,TEATWL-MD-APPLTRT,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.48,0,0,0,0,-0.53,0,113.97,0,0,37.5,0,0,0,0,0
TEATWL-MD-APPLTRT - DTC,TEATWL-MD-APPLTRT,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,116,142,118,246,93,55,69,76,92,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.06,1239.13,2065.72,1367.12,3453.49,1440.14,916.75,920.19,913.58,1201.72,938.01,0,0,0,0,0
TEATWL-MD-APPLTRT - FBA,TEATWL-MD-APPLTRT,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,24,24,17,26,18,21,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,75.89,198.91,282.55,313.85,255.09,364.07,197.55,273.14,291.61,11.87,0,0,0,0,0
TEATWL-MD-BAKEME - B2B,TEATWL-MD-BAKEME,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BERRYGD - B2B,TEATWL-MD-BERRYGD,B2B,0,0,0,0,0,0,0,1,6,0,0,0,1,7,49,125,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.96,0,0,0,-0.24,39.4,276.42,728.75,22.39,0,0,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BERRYGD - DTC,TEATWL-MD-BERRYGD,DTC,0,0,0,0,0,0,0,0,250,146,0,0,200,212,230,20,0,0,92,45,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696.12,1274.78,0,0,2023.24,2104.11,2397.28,167.01,0,0,947.73,467.73,8.75,25.03,35.21,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BERRYGD - FBA,TEATWL-MD-BERRYGD,FBA,0,0,0,0,0,0,0,0,1,6,0,0,11,16,44,18,20,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,64.25,0,0,107.19,142.87,346.82,179.1,202.2,0,59.11,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BIGDILL - B2B,TEATWL-MD-BIGDILL,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BIGDILL - FBA,TEATWL-MD-BIGDILL,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,0,0,0,0,0,0
TEATWL-MD-BLISS - B2B,TEATWL-MD-BLISS,B2B,4,0,0,5,18,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,0,0,29.15,101.74,26.24,0,0,0,26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BLISS - DTC,TEATWL-MD-BLISS,DTC,47,0,22,52,65,77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.71,0,92.39,46.54,113.64,517.49,101.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BLISS - FBA,TEATWL-MD-BLISS,FBA,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,0,0,10.67,0,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BLUJAM - B2B,TEATWL-MD-BLUJAM,B2B,6,0,0,3,5,6,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.83,0,0,17.49,29.44,29.15,139.92,0,0,26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BLUJAM - DTC,TEATWL-MD-BLUJAM,DTC,31,48,72,23,43,48,63,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.39,140.94,97.73,0,44.37,308.68,445.32,834.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-BLUJAM - FBA,TEATWL-MD-BLUJAM,FBA,0,1,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.26,22.82,11.41,20.87,32.1,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-CCOOL - B2B,TEATWL-MD-CCOOL,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.15,11.66,107.81,0,0,0,0,0,0,0,5.49,0,10.63,0,0,0,0,0,0,0
TEATWL-MD-CCOOL - DTC,TEATWL-MD-CCOOL,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,198,267,267,124,250,220,226,116,98,69,82,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.82,1025.66,2073.84,2660.04,2474.4,1168.06,2402.33,2004.8,2057.47,1157.01,966.48,707.98,830.09,446.37,0,0,0,0,0,0
TEATWL-MD-CCOOL - FBA,TEATWL-MD-CCOOL,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,14,52,64,56,53,28,26,46,34,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.56,212.73,139.86,451.08,555.76,525.27,466.53,278.14,250.74,427.09,302.67,494.94,0,0,0,0,0,0
TEATWL-MD-CHECKPLS - B2B,TEATWL-MD-CHECKPLS,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.64,0,0,0,0,0,0,0,0,0
TEATWL-MD-CHECKPLS - DTC,TEATWL-MD-CHECKPLS,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,87,72,78,102,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.91,927.48,769.76,833.36,1105.83,738.95,0,0,0,0,0
TEATWL-MD-CHECKPLS - FBA,TEATWL-MD-CHECKPLS,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,25,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.22,10.04,272.96,205.21,13.53,0,0,0,0,0
TEATWL-MD-CTCHDAY - B2B,TEATWL-MD-CTCHDAY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,11,6,6,2,18,18,112,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.39,107.46,649.65,39.35,35.31,-0.53,112.5,113.97,700,0,1012.5,0,0,0,0,0
TEATWL-MD-CTCHDAY - DTC,TEATWL-MD-CTCHDAY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,221,422,344,449,133,77,61,117,51,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241.84,2264.87,4424.89,3482.74,4555.38,1395.74,772.24,668.66,1278.52,548.05,913.94,0,0,0,0,0
TEATWL-MD-CTCHDAY - FBA,TEATWL-MD-CTCHDAY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,69,73,63,50,23,55,39,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.08,348.18,724.56,857.34,700.57,584.03,252.73,585.97,459.29,233.4,110.41,0,0,0,0,0
TEATWL-MD-DINPRTY - B2B,TEATWL-MD-DINPRTY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.48,0,0,0,36.97,0,75,37.5,39.07,0,0,0,0,0,0
TEATWL-MD-DINPRTY - DTC,TEATWL-MD-DINPRTY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,151,312,304,477,136,70,53,82,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.05,1421.02,3231.49,2857.59,4575.29,1446.83,698.4,575.26,847.77,607.56,798.7,0,0,0,0,0
TEATWL-MD-DINPRTY - FBA,TEATWL-MD-DINPRTY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,28,21,35,35,13,24,16,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.77,149.61,287.03,249.26,379.56,402.57,144.64,258.08,174.64,419.89,156.01,0,0,0,0,0
TEATWL-MD-FEELVINE - B2B,TEATWL-MD-FEELVINE,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,6,30,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.27,107.62,34.98,174.9,79.15,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-FEELVINE - DTC,TEATWL-MD-FEELVINE,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,218,268,475,511,218,240,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.8,2172.18,2703.28,4504.01,4774.98,2066.58,2233.27,1186.5,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-FEELVINE - FBA,TEATWL-MD-FEELVINE,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,17,30,76,84,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54,148.07,162.98,299.71,656.93,746.72,798.3,8.99,9.99,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-FRTSLD - B2B,TEATWL-MD-FRTSLD,B2B,2,3,0,0,8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08,17.49,0,0,45.77,11.67,0,0,0,26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-FRTSLD - DTC,TEATWL-MD-FRTSLD,DTC,40,49,6,24,44,43,101,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57,312.03,22.17,83.23,83.5,280.82,729.5,77.32,23.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-FRTSLD - FBA,TEATWL-MD-FRTSLD,FBA,1,0,0,2,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,0,0,15.82,51.25,87.52,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-GLDHOUR - B2B,TEATWL-MD-GLDHOUR,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,6,6,46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.32,0,437.25,0,0,-0.53,37.5,37.5,287.5,406.25,0,0,0,0,0,0
TEATWL-MD-GLDHOUR - DTC,TEATWL-MD-GLDHOUR,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,55,115,83,177,70,34,34,39,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.77,552.07,1175.36,802.38,1694.17,693.91,350.97,364.83,411.1,675.52,278.76,0,0,0,0,0
TEATWL-MD-GLDHOUR - FBA,TEATWL-MD-GLDHOUR,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,19,19,13,9,12,11,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,118.06,237.03,218.07,209.16,147.09,94.69,124.12,118.71,314.07,23.73,0,0,0,0,0
TEATWL-MD-GRTFROM - B2B,TEATWL-MD-GRTFROM,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,6,2,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.98,37.5,29.15,0,35.31,-0.53,0,37.5,37.5,0,37.5,0,0,0,0,0
TEATWL-MD-GRTFROM - DTC,TEATWL-MD-GRTFROM,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,84,161,130,217,107,52,53,59,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.04,727.94,1567.61,1222.83,2110.79,1087.24,498.41,564.23,587.84,546.12,535.58,0,0,0,0,0
TEATWL-MD-GRTFROM - FBA,TEATWL-MD-GRTFROM,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,12,30,15,14,12,6,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.31,169.92,185.9,128.77,317.2,170.99,153.58,127.12,67.49,302.97,36.85,0,0,0,0,0
TEATWL-MD-HEADCHEF - B2B,TEATWL-MD-HEADCHEF,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.56,39.3,0,0,37.5,0,0,0,0,0
TEATWL-MD-HEADCHEF - DTC,TEATWL-MD-HEADCHEF,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,62,47,72,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,433.3,693.46,497.57,813.43,464,0,0,0,0,0
TEATWL-MD-HEADCHEF - FBA,TEATWL-MD-HEADCHEF,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,11,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,71.2,130.57,115.84,236.7,29.35,0,0,0,0,0
TEATWL-MD-HOTSTF - B2B,TEATWL-MD-HOTSTF,B2B,0,0,0,0,0,0,0,0,8,6,0,0,3,7,14,130,17,20,10,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28,26.38,0,0,10.7,42.86,67.23,755.33,98.24,114.3,54.25,194.94,122.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-HOTSTF - DTC,TEATWL-MD-HOTSTF,DTC,0,0,0,0,0,0,0,0,329,255,297,5,135,200,195,124,85,66,114,129,177,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271.6,2351.93,2643.56,44.77,1401.94,2054.11,2034.8,1207.55,905.64,653.26,1143.43,1369.51,1981.97,570.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-HOTSTF - FBA,TEATWL-MD-HOTSTF,FBA,0,0,0,0,0,0,0,0,1,0,9,0,13,17,41,12,16,15,14,16,24,25,61,23,26,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,0,102.01,0,132.19,153.97,330.44,117.74,156.79,153.89,149.15,170.21,299.76,273.52,515.97,262.7,283.52,250.42,49.96,0,0,0,0,0,0,0,0,0
TEATWL-MD-KISSCOOK - B2B,TEATWL-MD-KISSCOOK,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,5,12,28,36,0,0,10,0,0,0,34,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,96.43,30.08,69.96,154.94,204.9,874.5,0,50,0,0,0,198.22,0,845.35,0,0,0,0,0
TEATWL-MD-KISSCOOK - DTC,TEATWL-MD-KISSCOOK,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,120,184,296,313,147,289,300,190,0,55,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.93,1183.3,1856.46,2829.66,2973.22,1297.56,2562.34,2574.06,1431.14,0,551.73,501.99,0,0,45.59,0,0,0,0,0
TEATWL-MD-KISSCOOK - FBA,TEATWL-MD-KISSCOOK,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,20,66,78,103,58,0,6,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.13,285.88,209.79,585.88,706.79,1012.46,552.36,0,69.43,234.73,126.43,0,0,0,0,0,0,0
TEATWL-MD-KTCHDISC - B2B,TEATWL-MD-KTCHDISC,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,6,2,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.48,29.15,0,35.31,-0.53,75,76.8,0,0,0,0,0,0,0,0
TEATWL-MD-KTCHDISC - DTC,TEATWL-MD-KTCHDISC,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,156,239,257,452,136,85,85,80,105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.06,1526.26,2926.85,2967.74,5284.55,1480.34,957.48,964.83,860.47,1148.22,977.55,0,0,0,0,0
TEATWL-MD-KTCHDISC - FBA,TEATWL-MD-KTCHDISC,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,56,39,42,46,40,48,33,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.45,189.92,641.27,486.16,492.69,530.86,451.76,527.89,378.98,665.31,15.82,0,0,0,0,0
TEATWL-MD-MEDMAR - B2B,TEATWL-MD-MEDMAR,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,14,6,6,6,0,0,0,0,0,6,65,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.98,46.64,83.65,34.98,34.98,34.98,583,0,0,0,0,31.44,378.95,466.4,0,0,0,0,0,0
TEATWL-MD-MEDMAR - DTC,TEATWL-MD-MEDMAR,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,235,335,593,528,196,154,0,0,0,0,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.39,2366.21,3465.56,5776.24,4943.94,1796.64,1480.69,0,0,0,0,295.28,382.15,0,0,0,0,0,0,0
TEATWL-MD-MEDMAR - FBA,TEATWL-MD-MEDMAR,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,14,53,117,99,2,0,0,0,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.97,331.35,161.31,541.17,1047.37,931.68,18.98,0,0,0,37.68,215.76,11.67,0,0,0,0,0,0
TEATWL-MD-MOJMNT - B2B,TEATWL-MD-MOJMNT,B2B,0,0,0,0,0,0,0,1,8,0,0,0,1,3,8,127,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28,0,0,0,-0.24,16.32,33.76,739.69,22.39,0,71.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-MOJMNT - DTC,TEATWL-MD-MOJMNT,DTC,0,0,0,0,0,0,0,0,378,238,269,5,238,173,196,78,14,0,97,37,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571.8,2003.26,2201.87,51.11,2438.36,1838.93,2084.2,751.06,153.7,0,975.8,379.71,0,8.75,60.83,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-MOJMNT - FBA,TEATWL-MD-MOJMNT,FBA,0,0,0,0,0,0,0,0,3,3,3,0,2,29,46,17,24,0,4,32,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.24,30.14,33.31,0,22.9,247.24,370.4,173.26,231.98,0,43.08,356.79,185.7,39.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEATWL-MD-MTCHCRSH - B2B,TEATWL-MD-MTCHCRSH,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
