summary_key,subcategory,country,channel,year,month,year_month,units,revenue,is_excluded
Towel - Beach SEASONAL|CA|FBA|2025_04,Towel - Beach SEASONAL,CA,FBA,2025,4,2025_04,46,947.08,FALSE
Towel - Beach SEASONAL|CA|FBA|2025_05,Towel - Beach SEASONAL,CA,FBA,2025,5,2025_05,37,895.94,FALSE
Towel - Beach SEASONAL|CA|FBA|2025_06,Towel - Beach SEASONAL,CA,FBA,2025,6,2025_06,30,816.26,FALSE
Towel - Beach SEASONAL|CA|FBA|2025_07,Towel - Beach SEASONAL,CA,FBA,2025,7,2025_07,38,767.74,FALSE
Towel - Beach SEASONAL|CA|FBA|2025_08,Towel - Beach SEASONAL,CA,FBA,2025,8,2025_08,6,100.34,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_01,Towel - Beach SEASONAL,EU,B2B,2024,1,2024_01,764,5302.24,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_02,Towel - Beach SEASONAL,EU,B2B,2024,2,2024_02,530,5044.62,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_03,Towel - Beach SEASONAL,EU,B2B,2024,3,2024_03,694,7821.2,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_04,Towel - Beach SEASONAL,EU,B2B,2024,4,2024_04,2008,19193.7,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_05,Towel - Beach SEASONAL,EU,B2B,2024,5,2024_05,980,11095.72,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_06,Towel - Beach SEASONAL,EU,B2B,2024,6,2024_06,606,6425.14,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_07,Towel - Beach SEASONAL,EU,B2B,2024,7,2024_07,466,6253.54,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_08,Towel - Beach SEASONAL,EU,B2B,2024,8,2024_08,270,886.75,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_09,Towel - Beach SEASONAL,EU,B2B,2024,9,2024_09,280,1697.82,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_10,Towel - Beach SEASONAL,EU,B2B,2024,10,2024_10,35,0,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_11,Towel - Beach SEASONAL,EU,B2B,2024,11,2024_11,66,841.98,FALSE
Towel - Beach SEASONAL|EU|B2B|2024_12,Towel - Beach SEASONAL,EU,B2B,2024,12,2024_12,95,132.29,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_02,Towel - Beach SEASONAL,EU,B2B,2025,2,2025_02,2161,29480.39,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_03,Towel - Beach SEASONAL,EU,B2B,2025,3,2025_03,830,29999.72,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_04,Towel - Beach SEASONAL,EU,B2B,2025,4,2025_04,1994,24036.77,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_05,Towel - Beach SEASONAL,EU,B2B,2025,5,2025_05,1224,14356.95,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_06,Towel - Beach SEASONAL,EU,B2B,2025,6,2025_06,1885,23633.03,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_07,Towel - Beach SEASONAL,EU,B2B,2025,7,2025_07,1463,16151.85,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_08,Towel - Beach SEASONAL,EU,B2B,2025,8,2025_08,1178,12472.88,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_09,Towel - Beach SEASONAL,EU,B2B,2025,9,2025_09,436,5301.12,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_10,Towel - Beach SEASONAL,EU,B2B,2025,10,2025_10,267,3127.05,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_11,Towel - Beach SEASONAL,EU,B2B,2025,11,2025_11,338,4239.7,FALSE
Towel - Beach SEASONAL|EU|B2B|2025_12,Towel - Beach SEASONAL,EU,B2B,2025,12,2025_12,208,2176.66,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_01,Towel - Beach SEASONAL,EU,B2B,2026,1,2026_01,494,20333.08,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_02,Towel - Beach SEASONAL,EU,B2B,2026,2,2026_02,359,21796.61,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_03,Towel - Beach SEASONAL,EU,B2B,2026,3,2026_03,1805,22453.63,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_04,Towel - Beach SEASONAL,EU,B2B,2026,4,2026_04,1459,16154.72,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_05,Towel - Beach SEASONAL,EU,B2B,2026,5,2026_05,545,6696.98,FALSE
Towel - Beach SEASONAL|EU|B2B|2026_06,Towel - Beach SEASONAL,EU,B2B,2026,6,2026_06,464,5734.92,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_01,Towel - Beach SEASONAL,EU,DTC,2024,1,2024_01,44,993.78,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_02,Towel - Beach SEASONAL,EU,DTC,2024,2,2024_02,86,1930.44,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_03,Towel - Beach SEASONAL,EU,DTC,2024,3,2024_03,218,4120.02,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_04,Towel - Beach SEASONAL,EU,DTC,2024,4,2024_04,534,12698.28,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_05,Towel - Beach SEASONAL,EU,DTC,2024,5,2024_05,528,13223.36,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_06,Towel - Beach SEASONAL,EU,DTC,2024,6,2024_06,360,8899.64,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_07,Towel - Beach SEASONAL,EU,DTC,2024,7,2024_07,548,13443.84,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_08,Towel - Beach SEASONAL,EU,DTC,2024,8,2024_08,478,10644.74,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_09,Towel - Beach SEASONAL,EU,DTC,2024,9,2024_09,342,6474.92,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_10,Towel - Beach SEASONAL,EU,DTC,2024,10,2024_10,134,2611.2,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_11,Towel - Beach SEASONAL,EU,DTC,2024,11,2024_11,200,3049.7,FALSE
Towel - Beach SEASONAL|EU|DTC|2024_12,Towel - Beach SEASONAL,EU,DTC,2024,12,2024_12,206,3364.74,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_01,Towel - Beach SEASONAL,EU,DTC,2025,1,2025_01,34,738.54,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_02,Towel - Beach SEASONAL,EU,DTC,2025,2,2025_02,284,6049.56,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_03,Towel - Beach SEASONAL,EU,DTC,2025,3,2025_03,461,9798.52,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_04,Towel - Beach SEASONAL,EU,DTC,2025,4,2025_04,524,11587.66,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_05,Towel - Beach SEASONAL,EU,DTC,2025,5,2025_05,918,18723.86,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_06,Towel - Beach SEASONAL,EU,DTC,2025,6,2025_06,2037,43343.4,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_07,Towel - Beach SEASONAL,EU,DTC,2025,7,2025_07,657,14876.68,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_08,Towel - Beach SEASONAL,EU,DTC,2025,8,2025_08,1218,24124.12,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_09,Towel - Beach SEASONAL,EU,DTC,2025,9,2025_09,585,11225.84,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_10,Towel - Beach SEASONAL,EU,DTC,2025,10,2025_10,324,6768.48,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_11,Towel - Beach SEASONAL,EU,DTC,2025,11,2025_11,807,14777.3,FALSE
Towel - Beach SEASONAL|EU|DTC|2025_12,Towel - Beach SEASONAL,EU,DTC,2025,12,2025_12,567,10280.95,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_01,Towel - Beach SEASONAL,EU,DTC,2026,1,2026_01,595,10288.62,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_02,Towel - Beach SEASONAL,EU,DTC,2026,2,2026_02,492,10016.94,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_03,Towel - Beach SEASONAL,EU,DTC,2026,3,2026_03,979,18100.07,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_04,Towel - Beach SEASONAL,EU,DTC,2026,4,2026_04,871,15170.98,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_05,Towel - Beach SEASONAL,EU,DTC,2026,5,2026_05,1415,26484.18,FALSE
Towel - Beach SEASONAL|EU|DTC|2026_06,Towel - Beach SEASONAL,EU,DTC,2026,6,2026_06,833,16333.7,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_01,Towel - Beach SEASONAL,EU,FBA,2024,1,2024_01,6,243.34,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_02,Towel - Beach SEASONAL,EU,FBA,2024,2,2024_02,18,520.1,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_03,Towel - Beach SEASONAL,EU,FBA,2024,3,2024_03,36,1096.84,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_04,Towel - Beach SEASONAL,EU,FBA,2024,4,2024_04,110,3224.1,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_05,Towel - Beach SEASONAL,EU,FBA,2024,5,2024_05,128,3517.36,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_06,Towel - Beach SEASONAL,EU,FBA,2024,6,2024_06,54,1398.86,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_07,Towel - Beach SEASONAL,EU,FBA,2024,7,2024_07,74,2030.98,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_08,Towel - Beach SEASONAL,EU,FBA,2024,8,2024_08,44,1021.14,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_09,Towel - Beach SEASONAL,EU,FBA,2024,9,2024_09,10,292.56,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_10,Towel - Beach SEASONAL,EU,FBA,2024,10,2024_10,4,109.36,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_11,Towel - Beach SEASONAL,EU,FBA,2024,11,2024_11,6,176.5,FALSE
Towel - Beach SEASONAL|EU|FBA|2024_12,Towel - Beach SEASONAL,EU,FBA,2024,12,2024_12,10,260.46,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_01,Towel - Beach SEASONAL,EU,FBA,2025,1,2025_01,6,190.88,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_02,Towel - Beach SEASONAL,EU,FBA,2025,2,2025_02,2,56.66,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_03,Towel - Beach SEASONAL,EU,FBA,2025,3,2025_03,12,348.94,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_04,Towel - Beach SEASONAL,EU,FBA,2025,4,2025_04,8,240.74,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_05,Towel - Beach SEASONAL,EU,FBA,2025,5,2025_05,64,1716.62,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_06,Towel - Beach SEASONAL,EU,FBA,2025,6,2025_06,105,3408.21,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_07,Towel - Beach SEASONAL,EU,FBA,2025,7,2025_07,139,4121.17,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_08,Towel - Beach SEASONAL,EU,FBA,2025,8,2025_08,80,2479.78,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_09,Towel - Beach SEASONAL,EU,FBA,2025,9,2025_09,22,673.06,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_10,Towel - Beach SEASONAL,EU,FBA,2025,10,2025_10,9,331.19,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_11,Towel - Beach SEASONAL,EU,FBA,2025,11,2025_11,34,890.78,FALSE
Towel - Beach SEASONAL|EU|FBA|2025_12,Towel - Beach SEASONAL,EU,FBA,2025,12,2025_12,21,654.96,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_01,Towel - Beach SEASONAL,EU,FBA,2026,1,2026_01,14,470.16,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_02,Towel - Beach SEASONAL,EU,FBA,2026,2,2026_02,15,510.62,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_03,Towel - Beach SEASONAL,EU,FBA,2026,3,2026_03,13,464.44,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_04,Towel - Beach SEASONAL,EU,FBA,2026,4,2026_04,9,299.33,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_05,Towel - Beach SEASONAL,EU,FBA,2026,5,2026_05,95,2894.52,FALSE
Towel - Beach SEASONAL|EU|FBA|2026_06,Towel - Beach SEASONAL,EU,FBA,2026,6,2026_06,80,2522.04,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_01,Towel - Beach SEASONAL,UK,B2B,2024,1,2024_01,104,1140.1,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_02,Towel - Beach SEASONAL,UK,B2B,2024,2,2024_02,1038,12159,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_03,Towel - Beach SEASONAL,UK,B2B,2024,3,2024_03,1512,17781.32,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_04,Towel - Beach SEASONAL,UK,B2B,2024,4,2024_04,612,6502.24,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_05,Towel - Beach SEASONAL,UK,B2B,2024,5,2024_05,754,9372.8,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_06,Towel - Beach SEASONAL,UK,B2B,2024,6,2024_06,576,7422.12,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_07,Towel - Beach SEASONAL,UK,B2B,2024,7,2024_07,416,4852.46,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_08,Towel - Beach SEASONAL,UK,B2B,2024,8,2024_08,1843,21731.1,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_09,Towel - Beach SEASONAL,UK,B2B,2024,9,2024_09,12,151.22,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_10,Towel - Beach SEASONAL,UK,B2B,2024,10,2024_10,42,495.1,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_11,Towel - Beach SEASONAL,UK,B2B,2024,11,2024_11,14,164.66,FALSE
Towel - Beach SEASONAL|UK|B2B|2024_12,Towel - Beach SEASONAL,UK,B2B,2024,12,2024_12,2,0,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_01,Towel - Beach SEASONAL,UK,B2B,2025,1,2025_01,428,3525.42,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_02,Towel - Beach SEASONAL,UK,B2B,2025,2,2025_02,633,111920.08,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_03,Towel - Beach SEASONAL,UK,B2B,2025,3,2025_03,34,46979.98,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_04,Towel - Beach SEASONAL,UK,B2B,2025,4,2025_04,2076,64936.34,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_05,Towel - Beach SEASONAL,UK,B2B,2025,5,2025_05,1436,19295.73,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_06,Towel - Beach SEASONAL,UK,B2B,2025,6,2025_06,957,18111.19,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_07,Towel - Beach SEASONAL,UK,B2B,2025,7,2025_07,3582,40111.22,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_08,Towel - Beach SEASONAL,UK,B2B,2025,8,2025_08,2226,25265.78,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_09,Towel - Beach SEASONAL,UK,B2B,2025,9,2025_09,1163,12968.91,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_10,Towel - Beach SEASONAL,UK,B2B,2025,10,2025_10,241,3110.59,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_11,Towel - Beach SEASONAL,UK,B2B,2025,11,2025_11,221,11449.41,FALSE
Towel - Beach SEASONAL|UK|B2B|2025_12,Towel - Beach SEASONAL,UK,B2B,2025,12,2025_12,581,7465.27,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_01,Towel - Beach SEASONAL,UK,B2B,2026,1,2026_01,143,1845.84,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_02,Towel - Beach SEASONAL,UK,B2B,2026,2,2026_02,4860,111855.23,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_03,Towel - Beach SEASONAL,UK,B2B,2026,3,2026_03,1528,19958.24,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_04,Towel - Beach SEASONAL,UK,B2B,2026,4,2026_04,2987,34059.52,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_05,Towel - Beach SEASONAL,UK,B2B,2026,5,2026_05,2562,34950.44,FALSE
Towel - Beach SEASONAL|UK|B2B|2026_06,Towel - Beach SEASONAL,UK,B2B,2026,6,2026_06,1974,27104.8,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_01,Towel - Beach SEASONAL,UK,DTC,2024,1,2024_01,350,7726.06,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_02,Towel - Beach SEASONAL,UK,DTC,2024,2,2024_02,776,17415.7,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_03,Towel - Beach SEASONAL,UK,DTC,2024,3,2024_03,1960,43322.76,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_04,Towel - Beach SEASONAL,UK,DTC,2024,4,2024_04,3116,71344.28,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_05,Towel - Beach SEASONAL,UK,DTC,2024,5,2024_05,4212,101344.58,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_06,Towel - Beach SEASONAL,UK,DTC,2024,6,2024_06,3668,88179.46,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_07,Towel - Beach SEASONAL,UK,DTC,2024,7,2024_07,3884,89925.32,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_08,Towel - Beach SEASONAL,UK,DTC,2024,8,2024_08,9426,178020.9,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_09,Towel - Beach SEASONAL,UK,DTC,2024,9,2024_09,1290,25719.54,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_10,Towel - Beach SEASONAL,UK,DTC,2024,10,2024_10,418,9322.94,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_11,Towel - Beach SEASONAL,UK,DTC,2024,11,2024_11,884,13435.34,FALSE
Towel - Beach SEASONAL|UK|DTC|2024_12,Towel - Beach SEASONAL,UK,DTC,2024,12,2024_12,154,1955.52,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_01,Towel - Beach SEASONAL,UK,DTC,2025,1,2025_01,147,2955.02,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_02,Towel - Beach SEASONAL,UK,DTC,2025,2,2025_02,2916,58803.61,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_03,Towel - Beach SEASONAL,UK,DTC,2025,3,2025_03,5165,103519.63,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_04,Towel - Beach SEASONAL,UK,DTC,2025,4,2025_04,7398,150707.03,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_05,Towel - Beach SEASONAL,UK,DTC,2025,5,2025_05,6520,136301,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_06,Towel - Beach SEASONAL,UK,DTC,2025,6,2025_06,6819,145959.28,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_07,Towel - Beach SEASONAL,UK,DTC,2025,7,2025_07,10332,209872.48,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_08,Towel - Beach SEASONAL,UK,DTC,2025,8,2025_08,11686,223047.24,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_09,Towel - Beach SEASONAL,UK,DTC,2025,9,2025_09,4136,85585.31,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_10,Towel - Beach SEASONAL,UK,DTC,2025,10,2025_10,2429,54192.77,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_11,Towel - Beach SEASONAL,UK,DTC,2025,11,2025_11,6693,141094.67,FALSE
Towel - Beach SEASONAL|UK|DTC|2025_12,Towel - Beach SEASONAL,UK,DTC,2025,12,2025_12,5913,124771.89,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_01,Towel - Beach SEASONAL,UK,DTC,2026,1,2026_01,4427,84503.15,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_02,Towel - Beach SEASONAL,UK,DTC,2026,2,2026_02,1695,42037.94,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_03,Towel - Beach SEASONAL,UK,DTC,2026,3,2026_03,3396,76110.72,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_04,Towel - Beach SEASONAL,UK,DTC,2026,4,2026_04,4633,100528.35,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_05,Towel - Beach SEASONAL,UK,DTC,2026,5,2026_05,7879,166406.2,FALSE
Towel - Beach SEASONAL|UK|DTC|2026_06,Towel - Beach SEASONAL,UK,DTC,2026,6,2026_06,5167,111818.23,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_01,Towel - Beach SEASONAL,UK,FBA,2024,1,2024_01,26,716.34,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_02,Towel - Beach SEASONAL,UK,FBA,2024,2,2024_02,128,3154.12,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_03,Towel - Beach SEASONAL,UK,FBA,2024,3,2024_03,252,5881.82,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_04,Towel - Beach SEASONAL,UK,FBA,2024,4,2024_04,312,7492.98,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_05,Towel - Beach SEASONAL,UK,FBA,2024,5,2024_05,578,14084.52,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_06,Towel - Beach SEASONAL,UK,FBA,2024,6,2024_06,920,21903.92,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_07,Towel - Beach SEASONAL,UK,FBA,2024,7,2024_07,934,20652.94,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_08,Towel - Beach SEASONAL,UK,FBA,2024,8,2024_08,610,14458.14,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_09,Towel - Beach SEASONAL,UK,FBA,2024,9,2024_09,748,14859.96,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_10,Towel - Beach SEASONAL,UK,FBA,2024,10,2024_10,146,2928.86,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_11,Towel - Beach SEASONAL,UK,FBA,2024,11,2024_11,214,3004.48,FALSE
Towel - Beach SEASONAL|UK|FBA|2024_12,Towel - Beach SEASONAL,UK,FBA,2024,12,2024_12,26,397.68,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_01,Towel - Beach SEASONAL,UK,FBA,2025,1,2025_01,6,106.68,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_02,Towel - Beach SEASONAL,UK,FBA,2025,2,2025_02,85,2101.5,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_03,Towel - Beach SEASONAL,UK,FBA,2025,3,2025_03,674,15443.41,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_04,Towel - Beach SEASONAL,UK,FBA,2025,4,2025_04,846,18863.45,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_05,Towel - Beach SEASONAL,UK,FBA,2025,5,2025_05,1699,38240.5,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_06,Towel - Beach SEASONAL,UK,FBA,2025,6,2025_06,1777,41460.12,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_07,Towel - Beach SEASONAL,UK,FBA,2025,7,2025_07,2597,56998.83,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_08,Towel - Beach SEASONAL,UK,FBA,2025,8,2025_08,2156,48906.08,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_09,Towel - Beach SEASONAL,UK,FBA,2025,9,2025_09,1268,29740.47,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_10,Towel - Beach SEASONAL,UK,FBA,2025,10,2025_10,497,13130.39,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_11,Towel - Beach SEASONAL,UK,FBA,2025,11,2025_11,1166,24796.63,FALSE
Towel - Beach SEASONAL|UK|FBA|2025_12,Towel - Beach SEASONAL,UK,FBA,2025,12,2025_12,1059,25714.71,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_01,Towel - Beach SEASONAL,UK,FBA,2026,1,2026_01,648,16677.91,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_02,Towel - Beach SEASONAL,UK,FBA,2026,2,2026_02,628,16503.07,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_03,Towel - Beach SEASONAL,UK,FBA,2026,3,2026_03,881,22721.51,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_04,Towel - Beach SEASONAL,UK,FBA,2026,4,2026_04,1203,29761.51,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_05,Towel - Beach SEASONAL,UK,FBA,2026,5,2026_05,1313,34597.26,FALSE
Towel - Beach SEASONAL|UK|FBA|2026_06,Towel - Beach SEASONAL,UK,FBA,2026,6,2026_06,728,19880.76,FALSE
Towel - Beach SEASONAL|US|B2B|2024_01,Towel - Beach SEASONAL,US,B2B,2024,1,2024_01,2476,29894.68,FALSE
Towel - Beach SEASONAL|US|B2B|2024_02,Towel - Beach SEASONAL,US,B2B,2024,2,2024_02,7108,96762.66,FALSE
Towel - Beach SEASONAL|US|B2B|2024_03,Towel - Beach SEASONAL,US,B2B,2024,3,2024_03,3144,40614.26,FALSE
Towel - Beach SEASONAL|US|B2B|2024_04,Towel - Beach SEASONAL,US,B2B,2024,4,2024_04,4898,58188.98,FALSE
Towel - Beach SEASONAL|US|B2B|2024_05,Towel - Beach SEASONAL,US,B2B,2024,5,2024_05,4300,59620,FALSE
Towel - Beach SEASONAL|US|B2B|2024_06,Towel - Beach SEASONAL,US,B2B,2024,6,2024_06,1408,18810.58,FALSE
Towel - Beach SEASONAL|US|B2B|2024_07,Towel - Beach SEASONAL,US,B2B,2024,7,2024_07,652,8838.04,FALSE
Towel - Beach SEASONAL|US|B2B|2024_08,Towel - Beach SEASONAL,US,B2B,2024,8,2024_08,306,4207.34,FALSE
Towel - Beach SEASONAL|US|B2B|2024_09,Towel - Beach SEASONAL,US,B2B,2024,9,2024_09,140,1171.12,FALSE
Towel - Beach SEASONAL|US|B2B|2024_10,Towel - Beach SEASONAL,US,B2B,2024,10,2024_10,130,1761.48,FALSE
Towel - Beach SEASONAL|US|B2B|2024_11,Towel - Beach SEASONAL,US,B2B,2024,11,2024_11,850,9828.04,FALSE
Towel - Beach SEASONAL|US|B2B|2024_12,Towel - Beach SEASONAL,US,B2B,2024,12,2024_12,446,54913.08,FALSE
Towel - Beach SEASONAL|US|B2B|2025_01,Towel - Beach SEASONAL,US,B2B,2025,1,2025_01,3560,33173.36,FALSE
Towel - Beach SEASONAL|US|B2B|2025_02,Towel - Beach SEASONAL,US,B2B,2025,2,2025_02,5946,79942.78,FALSE
Towel - Beach SEASONAL|US|B2B|2025_03,Towel - Beach SEASONAL,US,B2B,2025,3,2025_03,4456,59538.24,FALSE
Towel - Beach SEASONAL|US|B2B|2025_04,Towel - Beach SEASONAL,US,B2B,2025,4,2025_04,3538,45646.1,FALSE
Towel - Beach SEASONAL|US|B2B|2025_05,Towel - Beach SEASONAL,US,B2B,2025,5,2025_05,4576,64177.9,FALSE
Towel - Beach SEASONAL|US|B2B|2025_06,Towel - Beach SEASONAL,US,B2B,2025,6,2025_06,1526,20930.66,FALSE
