Month,Action,Result,Branch,BranchId,Reference,CustomerOrderNo,Company,Stage,DispatchDate,InvoiceDateSet,Total,Currency
2026-08,UPDATE,ok,Amazon AU,16289,250-0292305-5330260,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,31.47,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-0031599-0889457,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,13.63,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7195482-7131866,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,34.09,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-4963119-8457409,,Amazon Seller _AU,Dispatched,2026-08-19,2026-08-19,34.22,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-4740108-9191820,,Amazon Seller _AU,Dispatched,2026-08-19,2026-08-19,20.92,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5786327-9618237,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,54.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6251839-0748634,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,108.67,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3247051-7064662,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,31.47,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-8328807-1605422,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,30.16,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-48970,,,Dispatched,2026-08-27,2026-08-27,60.8571,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-3056141-7438244,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,16.78,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-48959,,,Dispatched,2026-08-31,2026-08-31,96.8677,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-9995189-6791804,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,31.37,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-4742338-3609400,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,31.37,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6672779-9227051,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,33.69,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3414531-5155039,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,28.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6609599-6604623,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,13.63,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-4924453-3667854,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,28.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1204464-6085428,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,18.82,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-7313871-1331831,,Amazon Seller _AU,Dispatched,2026-08-18,2026-08-18,35.66,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6968768-7569409,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,28.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6839129-1791855,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,54.64,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-4976274-0314248,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,28.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0749538-4525410,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,31.37,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6920480-5330228,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,12.55,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-5346080-7732657,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,28.76,AUD
2026-08,UPDATE,ok,AU,17489,AU-140982,,,Dispatched,2026-08-25,2026-08-25,202.07,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7189682-1985447,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,64.58,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-4646844-9926261,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,12.52,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5024461-4714245,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3396595-9569462,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,15.89,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-4914851-1749411,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,31.37,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-0338436-6785435,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,12.55,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-48847,,,Dispatched,2026-08-25,2026-08-25,137.5008,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-2841844-5139847,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,32.88,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-7595168-3172643,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,12.52,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-2025529-9051004,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,31.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0693672-9034245,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,31.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0374166-8763859,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,31.37,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-2547461-5933418,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1194313-0354252,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,67.62,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6828924-0319819,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,33.99,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-9629352-4091057,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7774412-2320606,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,31.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-5928426-2929427,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,12.52,AUD
2026-08,UPDATE,ok,AU,17489,AU-140936,,,Dispatched,2026-08-18,2026-08-18,41.25,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6882591-3563802,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2203984-7813446,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,37.58,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-8951413-8323051,,Amazon Seller _AU,Dispatched,2026-08-17,2026-08-17,29.78,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-4227557-0719862,,Amazon Seller _AU,Dispatched,2026-08-27,2026-08-27,29.04,AUD
2026-08,UPDATE,ok,UK,5052,UK-878554,,,Dispatched,2026-08-19,2026-08-19,34,GBP
2026-08,UPDATE,ok,Amazon AU,16289,249-7942856-4802217,,Amazon Seller _AU,Dispatched,2026-08-15,2026-08-15,28.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1409985-1453455,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1644629-2899863,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,31.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1472099-4911842,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,28.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-2424748-3540643,,Amazon Seller _AU,Dispatched,2026-08-15,2026-08-15,31.38,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-3820188-0420646,,Amazon Seller _AU,Dispatched,2026-08-15,2026-08-15,31.38,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5070906-0512655,,Amazon Seller _AU,Dispatched,2026-08-14,2026-08-14,28.79,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7965054-6031048,,Amazon Seller _AU,Dispatched,2026-08-14,2026-08-14,12.56,AUD
2026-08,UPDATE,ok,AU,17489,AU-140880,,,Dispatched,2026-08-25,2026-08-25,79.74,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0636147-8560626,,Amazon Seller _AU,Dispatched,2026-08-16,2026-08-16,59.5,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0317908-7852603,,Amazon Seller _AU,Dispatched,2026-08-14,2026-08-14,54.7,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6072560-8323013,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,31.39,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0158137-8973467,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,16.74,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9447546-1325446,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,34.01,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1442048-7064633,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,29.48,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7316373-6785441,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,20.51,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6396539-6303013,,Amazon Seller _AU,Dispatched,2026-08-14,2026-08-14,12.56,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6198190-5572654,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,71.67,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9200090-9195856,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,31.39,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8295387-3670259,,Amazon Seller _AU,Dispatched,2026-08-14,2026-08-14,22.2,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1462137-1835015,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,28.77,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-2214154-5610232,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,28.77,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-3247981-9388633,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,16.74,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3786532-5416657,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,54.67,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7994921-9560605,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,29.82,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7984528-1230230,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,29.82,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-4404990-7735003,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,31.39,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-48558,,KOI SWIM SCHOOL,Dispatched,2026-08-24,2026-08-24,401.8587,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-7294603-3768625,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,31.36,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-9955957-7494245,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,7.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1824766-7823854,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,16.73,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9384321-7315049,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,32.28,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3465203-5539862,,Amazon Seller _AU,Dispatched,2026-08-13,2026-08-13,31.39,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8787325-3979858,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,29.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-7543088-1528659,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,75.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5400511-1064604,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,31.39,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6696423-4314208,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,16.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7224625-9283003,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,12.54,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1852963-8250243,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,20.47,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-8424036-1097444,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,31.33,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6186595-8551037,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,28.75,AUD
2026-08,UPDATE,ok,UK,5053,UK-876347,,,Dispatched,2026-08-10,2026-08-10,50,GBP
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-48406,,,Dispatched,2026-08-25,2026-08-25,130.0559,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-1662698-6868665,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,16.75,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-4384982-8909449,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5039886-5743029,,Amazon Seller _AU,Dispatched,2026-08-12,2026-08-12,59.59,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8616420-0887069,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-5450037-5062226,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,54.7,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1565276-1583066,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0232494-7179847,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,7.32,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-5598655-0805400,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-8415046-0113406,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,31.33,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1329138-3080618,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,28.79,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1498744-6628636,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,31.33,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1176546-1829418,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6408559-7876611,,Amazon Seller _AU,Dispatched,2026-08-11,2026-08-11,32.89,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-4408846-6743808,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,34.03,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-5723777-5575864,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,28.79,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0453921-1948639,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-8760128-9856659,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,28.79,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-9895085-0265461,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,31.41,AUD
2026-08,UPDATE,ok,AU,17489,AU-140718,,,Dispatched,2026-08-11,2026-08-11,143.88,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0605293-7863807,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,62.16,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-5468297-4831824,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,12.56,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-0208425-2843005,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,12.56,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-0341025-1957407,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,97.89,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-8947601-9496644,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,12.57,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2870888-9187822,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,7.33,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0185090-3022218,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-9550162-9291869,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,58.62,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-9732516-3495804,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,16.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0793623-4587032,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,12.57,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1092532-4849455,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,28.79,AUD
2026-08,UPDATE,ok,US Geneva,5055,114-8911103-6001839,,Amazon Seller US,Dispatched,2026-08-10,2026-08-10,66.6988,USD
2026-08,UPDATE,ok,Amazon AU,16289,503-5862711-0021425,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,24.92,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7486715-8800669,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9944907-6703807,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,59.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-4837902-2480613,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-8461383-1931827,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,23.57,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2291682-3140606,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9490322-4575053,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6246278-6299805,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,59.72,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6955160-6397423,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1525134-6252602,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-8456589-0565407,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-1134328-4647835,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,16.76,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2822994-9342210,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8174774-1011019,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,64.7,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3734759-7910249,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,35.62,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3395346-1267007,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,88.86,AUD
2026-08,UPDATE,ok,AU,17489,AU-140616,,,Dispatched,2026-08-25,2026-08-25,74.49,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5014735-6925463,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,62.07,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-1137869-7354256,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,31.36,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0936355-7299032,,Amazon Seller _AU,Dispatched,2026-08-09,2026-08-09,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-3647659-2148609,,Amazon Seller _AU,Dispatched,2026-08-08,2026-08-08,16.76,AUD
2026-08,UPDATE,ok,AU,17489,AU-140600,,,Dispatched,2026-08-25,2026-08-25,71.79,AUD
2026-08,UPDATE,ok,Amazon AU,16289,S03-3066563-9429207,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,0,GBP
2026-08,UPDATE,ok,Amazon AU,16289,503-3968099-7339857,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,31.36,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7640086-2782247,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,28.75,AUD
2026-08,UPDATE,ok,UK,5053,UK-873176,,,Dispatched,2026-08-06,2026-08-06,20,GBP
2026-08,UPDATE,ok,UK,5053,UK-873046,,,Dispatched,2026-08-06,2026-08-06,30,GBP
2026-08,UPDATE,ok,Amazon AU,16289,250-1714715-3527810,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,27.75,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1980708-7886232,,Amazon Seller _AU,Dispatched,2026-08-07,2026-08-07,7.31,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-7340235-4975800,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-2572568-6579814,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0361618-0979065,,Amazon Seller _AU,Dispatched,2026-08-10,2026-08-10,30.1,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-2831995-1023066,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6926055-6423861,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,29.85,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-47991,,,Dispatched,2026-08-26,2026-08-26,79.657,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-5879785-9948655,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,12.57,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-9571493-3362263,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8905490-4559842,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-2370338-2635048,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,34.05,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6892976-0235010,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,15.71,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0990584-8285408,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-4542851-0615807,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0192667-1219016,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6967147-9429439,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-7102599-5599068,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-7580552-0851817,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,13.93,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6650527-3075055,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2782252-4435064,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0713504-6041431,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3591697-6516662,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-6506164-0207823,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,28.81,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-47879,,,Dispatched,2026-08-26,2026-08-26,31.9142,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-0893466-6899051,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,56.92,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-4597950-3946240,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,28.81,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-7489528-4655061,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,20.54,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-5224583-0529447,,Amazon Seller _AU,Dispatched,2026-08-06,2026-08-06,39.85,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-3603501-4419801,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,28.66,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6518954-2482207,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,28.66,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-2320534-9219821,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,7.29,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-2718228-5752635,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,7.33,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-6103365-6174215,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-8856143-0743834,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,31.43,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0292828-3313468,,Amazon Seller _AU,Dispatched,2026-08-05,2026-08-05,20.54,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-5225665-6471029,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,59.4,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-2512875-8402202,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,12.5,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-6655914-0047803,,Amazon Seller _AU,Dispatched,2026-08-04,2026-08-04,31.26,AUD
